,MSA,year,value
48,Select MSA,2010,
432,Select MSA,2011,
816,Select MSA,2012,
1200,Select MSA,2013,
1584,Select MSA,2014,
1968,Select MSA,2015,
2352,Select MSA,2016,
2736,Select MSA,2017,
3120,Select MSA,2018,
3504,Select MSA,2019,
3888,Select MSA,2020,
4272,Select MSA,2021,
4656,Select MSA,2022,
5040,Select MSA,2023,
5424,Select MSA,2024,
322,"Abilene, TX",2010,5839625
706,"Abilene, TX",2011,5996498
1090,"Abilene, TX",2012,6285840
1474,"Abilene, TX",2013,6450382
1858,"Abilene, TX",2014,6678674
2242,"Abilene, TX",2015,6638709
2626,"Abilene, TX",2016,6631955
3010,"Abilene, TX",2017,6833064
3394,"Abilene, TX",2018,7348112
3778,"Abilene, TX",2019,7730423
4162,"Abilene, TX",2020,7937451
4546,"Abilene, TX",2021,8144377
4930,"Abilene, TX",2022,8351202
5314,"Abilene, TX",2023,8557926
5698,"Abilene, TX",2024,8764548
114,"Akron, OH",2010,28983322
498,"Akron, OH",2011,29589772
882,"Akron, OH",2012,30484007
1266,"Akron, OH",2013,31447075
1650,"Akron, OH",2014,32753646
2034,"Akron, OH",2015,33868052
2418,"Akron, OH",2016,34458540
2802,"Akron, OH",2017,35193942
3186,"Akron, OH",2018,36624333
3570,"Akron, OH",2019,37698744
3954,"Akron, OH",2020,38663042
4338,"Akron, OH",2021,39626957
4722,"Akron, OH",2022,40590489
5106,"Akron, OH",2023,41553637
5490,"Akron, OH",2024,42516401
253,"Albany, GA",2010,5097990
637,"Albany, GA",2011,5279579
1021,"Albany, GA",2012,5436011
1405,"Albany, GA",2013,5530836
1789,"Albany, GA",2014,5577624
2173,"Albany, GA",2015,5676239
2557,"Albany, GA",2016,5874144
2941,"Albany, GA",2017,5956081
3325,"Albany, GA",2018,6166172
3709,"Albany, GA",2019,6588233
4093,"Albany, GA",2020,6752691
4477,"Albany, GA",2021,6917125
4861,"Albany, GA",2022,7081535
5245,"Albany, GA",2023,7245919
5629,"Albany, GA",2024,7410278
206,"Albany-Lebanon, OR",2010,3476449
590,"Albany-Lebanon, OR",2011,3574061
974,"Albany-Lebanon, OR",2012,3642763
1358,"Albany-Lebanon, OR",2013,3792310
1742,"Albany-Lebanon, OR",2014,3921082
2126,"Albany-Lebanon, OR",2015,4242542
2510,"Albany-Lebanon, OR",2016,4498372
2894,"Albany-Lebanon, OR",2017,4642425
3278,"Albany-Lebanon, OR",2018,5102768
3662,"Albany-Lebanon, OR",2019,5308033
4046,"Albany-Lebanon, OR",2020,5509840
4430,"Albany-Lebanon, OR",2021,5711626
4814,"Albany-Lebanon, OR",2022,5913390
5198,"Albany-Lebanon, OR",2023,6115132
5582,"Albany-Lebanon, OR",2024,6316854
26,"Albany-Schenectady-Troy, NY",2010,46985416
410,"Albany-Schenectady-Troy, NY",2011,47754508
794,"Albany-Schenectady-Troy, NY",2012,49077007
1178,"Albany-Schenectady-Troy, NY",2013,50933123
1562,"Albany-Schenectady-Troy, NY",2014,52822054
1946,"Albany-Schenectady-Troy, NY",2015,55451680
2330,"Albany-Schenectady-Troy, NY",2016,57904993
2714,"Albany-Schenectady-Troy, NY",2017,60255221
3098,"Albany-Schenectady-Troy, NY",2018,62666517
3482,"Albany-Schenectady-Troy, NY",2019,65591092
3866,"Albany-Schenectady-Troy, NY",2020,67646977
4250,"Albany-Schenectady-Troy, NY",2021,69702662
4634,"Albany-Schenectady-Troy, NY",2022,71758146
5018,"Albany-Schenectady-Troy, NY",2023,73813429
5402,"Albany-Schenectady-Troy, NY",2024,75868510
27,"Albuquerque, NM",2010,36511202
411,"Albuquerque, NM",2011,36532748
795,"Albuquerque, NM",2012,37058169
1179,"Albuquerque, NM",2013,36664212
1563,"Albuquerque, NM",2014,38265621
1947,"Albuquerque, NM",2015,39611674
2331,"Albuquerque, NM",2016,40819249
2715,"Albuquerque, NM",2017,41211776
3099,"Albuquerque, NM",2018,42838924
3483,"Albuquerque, NM",2019,44677239
3867,"Albuquerque, NM",2020,45578169
4251,"Albuquerque, NM",2021,46479054
4635,"Albuquerque, NM",2022,47379893
5019,"Albuquerque, NM",2023,48280688
5403,"Albuquerque, NM",2024,49181436
87,"Alexandria, LA",2010,5411273
471,"Alexandria, LA",2011,5508827
855,"Alexandria, LA",2012,5545476
1239,"Alexandria, LA",2013,5625281
1623,"Alexandria, LA",2014,5704448
2007,"Alexandria, LA",2015,5700722
2391,"Alexandria, LA",2016,5855802
2775,"Alexandria, LA",2017,6023699
3159,"Alexandria, LA",2018,6258344
3543,"Alexandria, LA",2019,6440708
3927,"Alexandria, LA",2020,6553903
4311,"Alexandria, LA",2021,6667077
4695,"Alexandria, LA",2022,6780228
5079,"Alexandria, LA",2023,6893358
5463,"Alexandria, LA",2024,7006465
338,"Allentown-Bethlehem-Easton, PA-NJ",2010,35723559
722,"Allentown-Bethlehem-Easton, PA-NJ",2011,36430997
1106,"Allentown-Bethlehem-Easton, PA-NJ",2012,37188076
1490,"Allentown-Bethlehem-Easton, PA-NJ",2013,38354150
1874,"Allentown-Bethlehem-Easton, PA-NJ",2014,39684445
2258,"Allentown-Bethlehem-Easton, PA-NJ",2015,41464998
2642,"Allentown-Bethlehem-Easton, PA-NJ",2016,42899801
3026,"Allentown-Bethlehem-Easton, PA-NJ",2017,43585318
3410,"Allentown-Bethlehem-Easton, PA-NJ",2018,44797612
3794,"Allentown-Bethlehem-Easton, PA-NJ",2019,47244854
4178,"Allentown-Bethlehem-Easton, PA-NJ",2020,48516231
4562,"Allentown-Bethlehem-Easton, PA-NJ",2021,49787257
4946,"Allentown-Bethlehem-Easton, PA-NJ",2022,51057934
5330,"Allentown-Bethlehem-Easton, PA-NJ",2023,52328261
5714,"Allentown-Bethlehem-Easton, PA-NJ",2024,53598238
28,"Altoona, PA",2010,4987221
412,"Altoona, PA",2011,5028838
796,"Altoona, PA",2012,5155376
1180,"Altoona, PA",2013,5310772
1564,"Altoona, PA",2014,5446644
1948,"Altoona, PA",2015,5616811
2332,"Altoona, PA",2016,5728826
2716,"Altoona, PA",2017,5954953
3100,"Altoona, PA",2018,6091065
3484,"Altoona, PA",2019,6408951
3868,"Altoona, PA",2020,6565942
4252,"Altoona, PA",2021,6722908
4636,"Altoona, PA",2022,6879850
5020,"Altoona, PA",2023,7036767
5404,"Altoona, PA",2024,7193659
29,"Amarillo, TX",2010,10880092
413,"Amarillo, TX",2011,11337438
797,"Amarillo, TX",2012,11481732
1181,"Amarillo, TX",2013,11908066
1565,"Amarillo, TX",2014,12409116
1949,"Amarillo, TX",2015,12809625
2333,"Amarillo, TX",2016,12813099
2717,"Amarillo, TX",2017,13034375
3101,"Amarillo, TX",2018,13720593
3485,"Amarillo, TX",2019,14087635
3869,"Amarillo, TX",2020,14431860
4253,"Amarillo, TX",2021,14774206
4637,"Amarillo, TX",2022,15114682
5021,"Amarillo, TX",2023,15453300
5405,"Amarillo, TX",2024,15790069
65,"Ames, IA",2010,4579225
449,"Ames, IA",2011,4897948
833,"Ames, IA",2012,5288511
1217,"Ames, IA",2013,5684634
1601,"Ames, IA",2014,5946486
1985,"Ames, IA",2015,6051725
2369,"Ames, IA",2016,6055746
2753,"Ames, IA",2017,6255820
3137,"Ames, IA",2018,6560156
3521,"Ames, IA",2019,6712503
3905,"Ames, IA",2020,6835132
4289,"Ames, IA",2021,6943411
4673,"Ames, IA",2022,7039017
5057,"Ames, IA",2023,7123436
5441,"Ames, IA",2024,7197975
358,"Anchorage, AK",2010,21687809
742,"Anchorage, AK",2011,22526785
1126,"Anchorage, AK",2012,22918799
1510,"Anchorage, AK",2013,22941280
1894,"Anchorage, AK",2014,23488324
2278,"Anchorage, AK",2015,24521189
2662,"Anchorage, AK",2016,24686817
3046,"Anchorage, AK",2017,24790710
3430,"Anchorage, AK",2018,25611702
3814,"Anchorage, AK",2019,26435400
4198,"Anchorage, AK",2020,26949938
4582,"Anchorage, AK",2021,27462761
4966,"Anchorage, AK",2022,27973876
5350,"Anchorage, AK",2023,28483288
5734,"Anchorage, AK",2024,28991003
302,"Ann Arbor, MI",2010,17827124
686,"Ann Arbor, MI",2011,18222222
1070,"Ann Arbor, MI",2012,19040628
1454,"Ann Arbor, MI",2013,19699709
1838,"Ann Arbor, MI",2014,20394261
2222,"Ann Arbor, MI",2015,21823498
2606,"Ann Arbor, MI",2016,22696625
2990,"Ann Arbor, MI",2017,23588813
3374,"Ann Arbor, MI",2018,24822788
3758,"Ann Arbor, MI",2019,25616343
4142,"Ann Arbor, MI",2020,26478528
4526,"Ann Arbor, MI",2021,27340561
4910,"Ann Arbor, MI",2022,28202442
5294,"Ann Arbor, MI",2023,29064171
5678,"Ann Arbor, MI",2024,29925747
115,"Anniston-Oxford, AL",2010,4238183
499,"Anniston-Oxford, AL",2011,4153945
883,"Anniston-Oxford, AL",2012,4185918
1267,"Anniston-Oxford, AL",2013,4091975
1651,"Anniston-Oxford, AL",2014,4047759
2035,"Anniston-Oxford, AL",2015,4041585
2419,"Anniston-Oxford, AL",2016,4117248
2803,"Anniston-Oxford, AL",2017,4218400
3187,"Anniston-Oxford, AL",2018,4402334
3571,"Anniston-Oxford, AL",2019,4590003
3955,"Anniston-Oxford, AL",2020,4631595
4339,"Anniston-Oxford, AL",2021,4673188
4723,"Anniston-Oxford, AL",2022,4714780
5107,"Anniston-Oxford, AL",2023,4756373
5491,"Anniston-Oxford, AL",2024,4797965
303,"Appleton, WI",2010,10009357
687,"Appleton, WI",2011,10470519
1071,"Appleton, WI",2012,11060961
1455,"Appleton, WI",2013,11151915
1839,"Appleton, WI",2014,11774815
2223,"Appleton, WI",2015,12648673
2607,"Appleton, WI",2016,13217228
2991,"Appleton, WI",2017,13587464
3375,"Appleton, WI",2018,14259996
3759,"Appleton, WI",2019,14932551
4143,"Appleton, WI",2020,15476354
4527,"Appleton, WI",2021,16019991
4911,"Appleton, WI",2022,16563460
5295,"Appleton, WI",2023,17106761
5679,"Appleton, WI",2024,17649896
359,"Asheville, NC",2010,14393212
743,"Asheville, NC",2011,14791876
1127,"Asheville, NC",2012,14987728
1511,"Asheville, NC",2013,15681418
1895,"Asheville, NC",2014,16500037
2279,"Asheville, NC",2015,17370178
2663,"Asheville, NC",2016,18154593
3047,"Asheville, NC",2017,19189600
3431,"Asheville, NC",2018,20413855
3815,"Asheville, NC",2019,21548381
4199,"Asheville, NC",2020,22341257
4583,"Asheville, NC",2021,23134077
4967,"Asheville, NC",2022,23926840
5351,"Asheville, NC",2023,24719546
5735,"Asheville, NC",2024,25512195
116,"Athens-Clarke County, GA",2010,7131235
500,"Athens-Clarke County, GA",2011,7255256
884,"Athens-Clarke County, GA",2012,7732780
1268,"Athens-Clarke County, GA",2013,8086259
1652,"Athens-Clarke County, GA",2014,8460248
2036,"Athens-Clarke County, GA",2015,8928005
2420,"Athens-Clarke County, GA",2016,9210798
2804,"Athens-Clarke County, GA",2017,9882902
3188,"Athens-Clarke County, GA",2018,10534274
3572,"Athens-Clarke County, GA",2019,10618507
3956,"Athens-Clarke County, GA",2020,10997204
4340,"Athens-Clarke County, GA",2021,11374860
4724,"Athens-Clarke County, GA",2022,11751476
5108,"Athens-Clarke County, GA",2023,12127055
5492,"Athens-Clarke County, GA",2024,12501600
304,"Atlanta-Sandy Springs-Alpharetta, GA",2010,267528032
688,"Atlanta-Sandy Springs-Alpharetta, GA",2011,276621051
1072,"Atlanta-Sandy Springs-Alpharetta, GA",2012,287373839
1456,"Atlanta-Sandy Springs-Alpharetta, GA",2013,299317841
1840,"Atlanta-Sandy Springs-Alpharetta, GA",2014,319397140
2224,"Atlanta-Sandy Springs-Alpharetta, GA",2015,341613082
2608,"Atlanta-Sandy Springs-Alpharetta, GA",2016,362885035
2992,"Atlanta-Sandy Springs-Alpharetta, GA",2017,382546949
3376,"Atlanta-Sandy Springs-Alpharetta, GA",2018,406761585
3760,"Atlanta-Sandy Springs-Alpharetta, GA",2019,422189461
4144,"Atlanta-Sandy Springs-Alpharetta, GA",2020,439323342
4528,"Atlanta-Sandy Springs-Alpharetta, GA",2021,456455013
4912,"Atlanta-Sandy Springs-Alpharetta, GA",2022,473584475
5296,"Atlanta-Sandy Springs-Alpharetta, GA",2023,490711727
5680,"Atlanta-Sandy Springs-Alpharetta, GA",2024,507836770
149,"Atlantic City-Hammonton, NJ",2010,12849487
533,"Atlantic City-Hammonton, NJ",2011,13502602
917,"Atlantic City-Hammonton, NJ",2012,13658072
1301,"Atlantic City-Hammonton, NJ",2013,13886525
1685,"Atlantic City-Hammonton, NJ",2014,13875155
2069,"Atlantic City-Hammonton, NJ",2015,13760117
2453,"Atlantic City-Hammonton, NJ",2016,13773876
2837,"Atlantic City-Hammonton, NJ",2017,13828665
3221,"Atlantic City-Hammonton, NJ",2018,14146917
3605,"Atlantic City-Hammonton, NJ",2019,14718904
3989,"Atlantic City-Hammonton, NJ",2020,14752640
4373,"Atlantic City-Hammonton, NJ",2021,14764398
4757,"Atlantic City-Hammonton, NJ",2022,14768496
5141,"Atlantic City-Hammonton, NJ",2023,14769924
5525,"Atlantic City-Hammonton, NJ",2024,14770422
66,"Auburn-Opelika, AL",2010,3958742
450,"Auburn-Opelika, AL",2011,4361023
834,"Auburn-Opelika, AL",2012,4616562
1218,"Auburn-Opelika, AL",2013,4811909
1602,"Auburn-Opelika, AL",2014,4969230
1986,"Auburn-Opelika, AL",2015,5330076
2370,"Auburn-Opelika, AL",2016,5573428
2754,"Auburn-Opelika, AL",2017,5758681
3138,"Auburn-Opelika, AL",2018,5944719
3522,"Auburn-Opelika, AL",2019,6139434
3906,"Auburn-Opelika, AL",2020,6305968
4290,"Auburn-Opelika, AL",2021,6460963
4674,"Auburn-Opelika, AL",2022,6605219
5058,"Auburn-Opelika, AL",2023,6739480
5442,"Auburn-Opelika, AL",2024,6864437
67,"Augusta-Richmond County, GA-SC",2010,21479135
451,"Augusta-Richmond County, GA-SC",2011,22041130
835,"Augusta-Richmond County, GA-SC",2012,22533628
1219,"Augusta-Richmond County, GA-SC",2013,23013482
1603,"Augusta-Richmond County, GA-SC",2014,23766855
1987,"Augusta-Richmond County, GA-SC",2015,25294715
2371,"Augusta-Richmond County, GA-SC",2016,25987024
2755,"Augusta-Richmond County, GA-SC",2017,26984298
3139,"Augusta-Richmond County, GA-SC",2018,28291877
3523,"Augusta-Richmond County, GA-SC",2019,29709040
3907,"Augusta-Richmond County, GA-SC",2020,30619302
4291,"Augusta-Richmond County, GA-SC",2021,31529459
4675,"Augusta-Richmond County, GA-SC",2022,32439512
5059,"Augusta-Richmond County, GA-SC",2023,33349460
5443,"Augusta-Richmond County, GA-SC",2024,34259303
207,"Austin-Round Rock-Georgetown, TX",2010,90043248
591,"Austin-Round Rock-Georgetown, TX",2011,94745560
975,"Austin-Round Rock-Georgetown, TX",2012,98832320
1359,"Austin-Round Rock-Georgetown, TX",2013,105236727
1743,"Austin-Round Rock-Georgetown, TX",2014,112753061
2127,"Austin-Round Rock-Georgetown, TX",2015,123759410
2511,"Austin-Round Rock-Georgetown, TX",2016,131507142
2895,"Austin-Round Rock-Georgetown, TX",2017,141660106
3279,"Austin-Round Rock-Georgetown, TX",2018,151278612
3663,"Austin-Round Rock-Georgetown, TX",2019,159361291
4047,"Austin-Round Rock-Georgetown, TX",2020,167047600
4431,"Austin-Round Rock-Georgetown, TX",2021,174733036
4815,"Austin-Round Rock-Georgetown, TX",2022,182417599
5199,"Austin-Round Rock-Georgetown, TX",2023,190101287
5583,"Austin-Round Rock-Georgetown, TX",2024,197784103
305,"Bakersfield, CA",2010,43360880
689,"Bakersfield, CA",2011,45318708
1073,"Bakersfield, CA",2012,47559076
1457,"Bakersfield, CA",2013,48212860
1841,"Bakersfield, CA",2014,49238908
2225,"Bakersfield, CA",2015,44260330
2609,"Bakersfield, CA",2016,43109241
2993,"Bakersfield, CA",2017,45892937
3377,"Bakersfield, CA",2018,48734093
3761,"Bakersfield, CA",2019,50261412
4145,"Bakersfield, CA",2020,50414323
4529,"Bakersfield, CA",2021,50478422
4913,"Bakersfield, CA",2022,50505291
5297,"Bakersfield, CA",2023,50516555
5681,"Bakersfield, CA",2024,50521277
117,"Baltimore-Columbia-Towson, MD",2010,155432117
501,"Baltimore-Columbia-Towson, MD",2011,160829863
885,"Baltimore-Columbia-Towson, MD",2012,165595495
1269,"Baltimore-Columbia-Towson, MD",2013,170053224
1653,"Baltimore-Columbia-Towson, MD",2014,176625883
2037,"Baltimore-Columbia-Towson, MD",2015,185169761
2421,"Baltimore-Columbia-Towson, MD",2016,193115487
2805,"Baltimore-Columbia-Towson, MD",2017,199289935
3189,"Baltimore-Columbia-Towson, MD",2018,207287982
3573,"Baltimore-Columbia-Towson, MD",2019,215487169
3957,"Baltimore-Columbia-Towson, MD",2020,222143887
4341,"Baltimore-Columbia-Towson, MD",2021,228799435
4725,"Baltimore-Columbia-Towson, MD",2022,235453812
5109,"Baltimore-Columbia-Towson, MD",2023,242107019
5493,"Baltimore-Columbia-Towson, MD",2024,248759056
323,"Bangor, ME",2010,5590546
707,"Bangor, ME",2011,5549068
1091,"Bangor, ME",2012,5606543
1475,"Bangor, ME",2013,5665338
1859,"Bangor, ME",2014,5812082
2243,"Bangor, ME",2015,5934505
2627,"Bangor, ME",2016,6145264
3011,"Bangor, ME",2017,6291450
3395,"Bangor, ME",2018,6650999
3779,"Bangor, ME",2019,6967500
4163,"Bangor, ME",2020,7119192
4547,"Bangor, ME",2021,7270876
4931,"Bangor, ME",2022,7422550
5315,"Bangor, ME",2023,7574216
5699,"Bangor, ME",2024,7725872
324,"Barnstable Town, MA",2010,11124715
708,"Barnstable Town, MA",2011,11525532
1092,"Barnstable Town, MA",2012,11795379
1476,"Barnstable Town, MA",2013,12088523
1860,"Barnstable Town, MA",2014,12521462
2244,"Barnstable Town, MA",2015,13167726
2628,"Barnstable Town, MA",2016,13483092
3012,"Barnstable Town, MA",2017,13934816
3396,"Barnstable Town, MA",2018,14513912
3780,"Barnstable Town, MA",2019,16094174
4164,"Barnstable Town, MA",2020,16640354
4548,"Barnstable Town, MA",2021,17186488
4932,"Barnstable Town, MA",2022,17732575
5316,"Barnstable Town, MA",2023,18278616
5700,"Barnstable Town, MA",2024,18824610
279,"Baton Rouge, LA",2010,42472391
663,"Baton Rouge, LA",2011,49763574
1047,"Baton Rouge, LA",2012,51574208
1431,"Baton Rouge, LA",2013,51685549
1815,"Baton Rouge, LA",2014,57167764
2199,"Baton Rouge, LA",2015,57089729
2583,"Baton Rouge, LA",2016,52422935
2967,"Baton Rouge, LA",2017,51233937
3351,"Baton Rouge, LA",2018,56032238
3735,"Baton Rouge, LA",2019,56265028
4119,"Baton Rouge, LA",2020,56261914
4503,"Baton Rouge, LA",2021,56261545
4887,"Baton Rouge, LA",2022,56261501
5271,"Baton Rouge, LA",2023,56261496
5655,"Baton Rouge, LA",2024,56261495
280,"Battle Creek, MI",2010,5371444
664,"Battle Creek, MI",2011,5296091
1048,"Battle Creek, MI",2012,5405014
1432,"Battle Creek, MI",2013,5639064
1816,"Battle Creek, MI",2014,5778572
2200,"Battle Creek, MI",2015,6157202
2584,"Battle Creek, MI",2016,6385435
2968,"Battle Creek, MI",2017,6468876
3352,"Battle Creek, MI",2018,6557588
3736,"Battle Creek, MI",2019,6642964
4120,"Battle Creek, MI",2020,6782786
4504,"Battle Creek, MI",2021,6922561
4888,"Battle Creek, MI",2022,7062290
5272,"Battle Creek, MI",2023,7201972
5656,"Battle Creek, MI",2024,7341608
88,"Bay City, MI",2010,3422453
472,"Bay City, MI",2011,3448646
856,"Bay City, MI",2012,3506094
1240,"Bay City, MI",2013,3591173
1624,"Bay City, MI",2014,3486329
2008,"Bay City, MI",2015,3591466
2392,"Bay City, MI",2016,3590333
2776,"Bay City, MI",2017,3574404
3160,"Bay City, MI",2018,3682822
3544,"Bay City, MI",2019,3773205
3928,"Bay City, MI",2020,3811084
4312,"Bay City, MI",2021,3848915
4696,"Bay City, MI",2022,3886699
5080,"Bay City, MI",2023,3924434
5464,"Bay City, MI",2024,3962122
325,"Beaumont-Port Arthur, TX",2010,23406849
709,"Beaumont-Port Arthur, TX",2011,26953416
1093,"Beaumont-Port Arthur, TX",2012,28429695
1477,"Beaumont-Port Arthur, TX",2013,27850759
1861,"Beaumont-Port Arthur, TX",2014,23476998
2245,"Beaumont-Port Arthur, TX",2015,23451042
2629,"Beaumont-Port Arthur, TX",2016,23557084
3013,"Beaumont-Port Arthur, TX",2017,25668956
3397,"Beaumont-Port Arthur, TX",2018,29375044
3781,"Beaumont-Port Arthur, TX",2019,28331613
4165,"Beaumont-Port Arthur, TX",2020,28195301
4549,"Beaumont-Port Arthur, TX",2021,28168279
4933,"Beaumont-Port Arthur, TX",2022,28162922
5317,"Beaumont-Port Arthur, TX",2023,28161860
5701,"Beaumont-Port Arthur, TX",2024,28161650
326,"Beckley, WV",2010,4154112
710,"Beckley, WV",2011,4352814
1094,"Beckley, WV",2012,4275849
1478,"Beckley, WV",2013,4173727
1862,"Beckley, WV",2014,3925942
2246,"Beckley, WV",2015,3836759
2630,"Beckley, WV",2016,3659205
3014,"Beckley, WV",2017,3856970
3398,"Beckley, WV",2018,4081535
3782,"Beckley, WV",2019,4260302
4166,"Beckley, WV",2020,4267781
4550,"Beckley, WV",2021,4266174
4934,"Beckley, WV",2022,4266519
5318,"Beckley, WV",2023,4266445
5702,"Beckley, WV",2024,4266461
208,"Bellingham, WA",2010,9303701
592,"Bellingham, WA",2011,9278281
976,"Bellingham, WA",2012,9606382
1360,"Bellingham, WA",2013,9736769
1744,"Bellingham, WA",2014,9907068
2128,"Bellingham, WA",2015,10295220
2512,"Bellingham, WA",2016,10863816
2896,"Bellingham, WA",2017,12656113
3280,"Bellingham, WA",2018,14940164
3664,"Bellingham, WA",2019,15102906
4048,"Bellingham, WA",2020,15729158
4432,"Bellingham, WA",2021,16355396
4816,"Bellingham, WA",2022,16981619
5200,"Bellingham, WA",2023,17607828
5584,"Bellingham, WA",2024,18234023
47,"Bend, OR",2010,5022378
431,"Bend, OR",2011,5091721
815,"Bend, OR",2012,5407947
1199,"Bend, OR",2013,5875268
1583,"Bend, OR",2014,6558294
1967,"Bend, OR",2015,7320179
2351,"Bend, OR",2016,8078986
2735,"Bend, OR",2017,8983549
3119,"Bend, OR",2018,9597273
3503,"Bend, OR",2019,10042937
3887,"Bend, OR",2020,10598544
4271,"Bend, OR",2021,11154146
4655,"Bend, OR",2022,11709742
5039,"Bend, OR",2023,12265331
5423,"Bend, OR",2024,12820915
306,"Billings, MT",2010,7479396
690,"Billings, MT",2011,8436107
1074,"Billings, MT",2012,8803776
1458,"Billings, MT",2013,8956259
1842,"Billings, MT",2014,9501765
2226,"Billings, MT",2015,10023266
2610,"Billings, MT",2016,9138164
2994,"Billings, MT",2017,9698447
3378,"Billings, MT",2018,10432820
3762,"Billings, MT",2019,10656973
4146,"Billings, MT",2020,10777878
4530,"Billings, MT",2021,10875034
4914,"Billings, MT",2022,10953108
5298,"Billings, MT",2023,11015846
5682,"Billings, MT",2024,11066261
281,"Binghamton, NY",2010,10118552
665,"Binghamton, NY",2011,10118381
1049,"Binghamton, NY",2012,10463107
1433,"Binghamton, NY",2013,10655691
1817,"Binghamton, NY",2014,10675195
2201,"Binghamton, NY",2015,10903936
2585,"Binghamton, NY",2016,10792543
2969,"Binghamton, NY",2017,10906715
3353,"Binghamton, NY",2018,11318185
3737,"Binghamton, NY",2019,12025082
4121,"Binghamton, NY",2020,12233511
4505,"Binghamton, NY",2021,12441904
4889,"Binghamton, NY",2022,12650259
5273,"Binghamton, NY",2023,12858578
5657,"Binghamton, NY",2024,13066859
118,"Birmingham-Hoover, AL",2010,47893766
502,"Birmingham-Hoover, AL",2011,50277517
886,"Birmingham-Hoover, AL",2012,52031313
1270,"Birmingham-Hoover, AL",2013,52675105
1654,"Birmingham-Hoover, AL",2014,53852694
2038,"Birmingham-Hoover, AL",2015,55573828
2422,"Birmingham-Hoover, AL",2016,56581399
2806,"Birmingham-Hoover, AL",2017,58661300
3190,"Birmingham-Hoover, AL",2018,61703155
3574,"Birmingham-Hoover, AL",2019,63573271
3958,"Birmingham-Hoover, AL",2020,65303870
4342,"Birmingham-Hoover, AL",2021,67033810
4726,"Birmingham-Hoover, AL",2022,68763092
5110,"Birmingham-Hoover, AL",2023,70491716
5494,"Birmingham-Hoover, AL",2024,72219681
254,"Bismarck, ND",2010,5078505
638,"Bismarck, ND",2011,5505711
1022,"Bismarck, ND",2012,6277534
1406,"Bismarck, ND",2013,6453278
1790,"Bismarck, ND",2014,7195268
2174,"Bismarck, ND",2015,7541737
2558,"Bismarck, ND",2016,7205716
2942,"Bismarck, ND",2017,7395855
3326,"Bismarck, ND",2018,7581744
3710,"Bismarck, ND",2019,7738451
4094,"Bismarck, ND",2020,7834121
4478,"Bismarck, ND",2021,7912971
4862,"Bismarck, ND",2022,7977959
5246,"Bismarck, ND",2023,8031521
5630,"Bismarck, ND",2024,8075667
0,"Blacksburg-Christiansburg, VA ",2010,5853047
384,"Blacksburg-Christiansburg, VA ",2011,6089585
768,"Blacksburg-Christiansburg, VA ",2012,6229060
1152,"Blacksburg-Christiansburg, VA ",2013,6432216
1536,"Blacksburg-Christiansburg, VA ",2014,6842859
1920,"Blacksburg-Christiansburg, VA ",2015,7297581
2304,"Blacksburg-Christiansburg, VA ",2016,7495977
2688,"Blacksburg-Christiansburg, VA ",2017,7315098
3072,"Blacksburg-Christiansburg, VA ",2018,7683261
3456,"Blacksburg-Christiansburg, VA ",2019,7990773
3840,"Blacksburg-Christiansburg, VA ",2020,8206959
4224,"Blacksburg-Christiansburg, VA ",2021,8419790
4608,"Blacksburg-Christiansburg, VA ",2022,8629317
4992,"Blacksburg-Christiansburg, VA ",2023,8835591
5376,"Blacksburg-Christiansburg, VA ",2024,9038662
360,"Bloomington, IL",2010,10125712
744,"Bloomington, IL",2011,10344962
1128,"Bloomington, IL",2012,10781922
1512,"Bloomington, IL",2013,10894563
1896,"Bloomington, IL",2014,12406870
2280,"Bloomington, IL",2015,13579971
2664,"Bloomington, IL",2016,14215189
3048,"Bloomington, IL",2017,14266863
3432,"Bloomington, IL",2018,15313534
3816,"Bloomington, IL",2019,15348042
4200,"Bloomington, IL",2020,15912646
4584,"Bloomington, IL",2021,16476040
4968,"Bloomington, IL",2022,17038228
5352,"Bloomington, IL",2023,17599211
5736,"Bloomington, IL",2024,18158992
119,"Bloomington, IN",2010,5421997
503,"Bloomington, IN",2011,5536226
887,"Bloomington, IN",2012,5709874
1271,"Bloomington, IN",2013,5928723
1655,"Bloomington, IN",2014,6351077
2039,"Bloomington, IN",2015,6494214
2423,"Bloomington, IN",2016,6751116
2807,"Bloomington, IN",2017,7125676
3191,"Bloomington, IN",2018,7484653
3575,"Bloomington, IN",2019,7700041
3959,"Bloomington, IN",2020,7952278
4343,"Bloomington, IN",2021,8204468
4727,"Bloomington, IN",2022,8456610
5111,"Bloomington, IN",2023,8708704
5495,"Bloomington, IN",2024,8960750
89,"Bloomsburg-Berwick, PA",2010,3792928
473,"Bloomsburg-Berwick, PA",2011,3957497
857,"Bloomsburg-Berwick, PA",2012,4024529
1241,"Bloomsburg-Berwick, PA",2013,4175971
1625,"Bloomsburg-Berwick, PA",2014,4175016
2009,"Bloomsburg-Berwick, PA",2015,4344099
2393,"Bloomsburg-Berwick, PA",2016,4386098
2777,"Bloomsburg-Berwick, PA",2017,4426412
3161,"Bloomsburg-Berwick, PA",2018,4503274
3545,"Bloomsburg-Berwick, PA",2019,4624539
3929,"Bloomsburg-Berwick, PA",2020,4688507
4313,"Bloomsburg-Berwick, PA",2021,4748154
4697,"Bloomsburg-Berwick, PA",2022,4803771
5081,"Bloomsburg-Berwick, PA",2023,4855632
