,MSA,year,value
0,Select MSA,2010,
384,Select MSA,2011,
768,Select MSA,2012,
1152,Select MSA,2013,
1536,Select MSA,2014,
1920,Select MSA,2015,
2304,Select MSA,2016,
2688,Select MSA,2017,
3072,Select MSA,2018,
3456,Select MSA,2019,
3840,Select MSA,2020,
4224,Select MSA,2021,
4608,Select MSA,2022,
4992,Select MSA,2023,
5376,Select MSA,2024,
1,"Abilene, TX",2010,34780
385,"Abilene, TX",2011,35450
769,"Abilene, TX",2012,36000
1153,"Abilene, TX",2013,36260
1537,"Abilene, TX",2014,37500
1921,"Abilene, TX",2015,38900
2305,"Abilene, TX",2016,40610
2689,"Abilene, TX",2017,41350
3073,"Abilene, TX",2018,41810
3457,"Abilene, TX",2019,41760
3841,"Abilene, TX",2020,41960
4225,"Abilene, TX",2021,41787
4609,"Abilene, TX",2022,41954
4993,"Abilene, TX",2023,41795
5377,"Abilene, TX",2024,41947
2,"Akron, OH",2010,41070
386,"Akron, OH",2011,41680
770,"Akron, OH",2012,43310
1154,"Akron, OH",2013,43830
1538,"Akron, OH",2014,44800
1922,"Akron, OH",2015,44990
2306,"Akron, OH",2016,46430
2690,"Akron, OH",2017,47620
3074,"Akron, OH",2018,48910
3458,"Akron, OH",2019,49400
3842,"Akron, OH",2020,50368
4226,"Akron, OH",2021,51291
4610,"Akron, OH",2022,52209
4994,"Akron, OH",2023,53118
5378,"Akron, OH",2024,54020
3,"Albany, GA",2010,35680
387,"Albany, GA",2011,36780
771,"Albany, GA",2012,37430
1155,"Albany, GA",2013,38460
1539,"Albany, GA",2014,39070
1923,"Albany, GA",2015,39290
2307,"Albany, GA",2016,39510
2691,"Albany, GA",2017,39270
3075,"Albany, GA",2018,40620
3459,"Albany, GA",2019,42640
3843,"Albany, GA",2020,43364
4227,"Albany, GA",2021,44045
4611,"Albany, GA",2022,44724
4995,"Albany, GA",2023,45404
5379,"Albany, GA",2024,46083
4,"Albany-Lebanon, OR",2010,40560
388,"Albany-Lebanon, OR",2011,41610
772,"Albany-Lebanon, OR",2012,42180
1156,"Albany-Lebanon, OR",2013,42520
1540,"Albany-Lebanon, OR",2014,43170
1924,"Albany-Lebanon, OR",2015,44590
2308,"Albany-Lebanon, OR",2016,45990
2692,"Albany-Lebanon, OR",2017,47240
3076,"Albany-Lebanon, OR",2018,48790
3460,"Albany-Lebanon, OR",2019,50290
3844,"Albany-Lebanon, OR",2020,51358
4228,"Albany-Lebanon, OR",2021,52416
4612,"Albany-Lebanon, OR",2022,53473
4996,"Albany-Lebanon, OR",2023,54530
5380,"Albany-Lebanon, OR",2024,55588
5,"Albany-Schenectady-Troy, NY",2010,46250
389,"Albany-Schenectady-Troy, NY",2011,47280
773,"Albany-Schenectady-Troy, NY",2012,47650
1157,"Albany-Schenectady-Troy, NY",2013,48230
1541,"Albany-Schenectady-Troy, NY",2014,49690
1925,"Albany-Schenectady-Troy, NY",2015,50880
2309,"Albany-Schenectady-Troy, NY",2016,52340
2693,"Albany-Schenectady-Troy, NY",2017,52770
3077,"Albany-Schenectady-Troy, NY",2018,54400
3461,"Albany-Schenectady-Troy, NY",2019,55860
3845,"Albany-Schenectady-Troy, NY",2020,56919
4229,"Albany-Schenectady-Troy, NY",2021,57979
4613,"Albany-Schenectady-Troy, NY",2022,59039
4997,"Albany-Schenectady-Troy, NY",2023,60099
5381,"Albany-Schenectady-Troy, NY",2024,61158
6,"Albuquerque, NM",2010,41520
390,"Albuquerque, NM",2011,42430
774,"Albuquerque, NM",2012,43040
1158,"Albuquerque, NM",2013,42840
1542,"Albuquerque, NM",2014,43520
1926,"Albuquerque, NM",2015,44440
2310,"Albuquerque, NM",2016,45920
2694,"Albuquerque, NM",2017,46400
3078,"Albuquerque, NM",2018,46860
3462,"Albuquerque, NM",2019,48660
3846,"Albuquerque, NM",2020,48796
4230,"Albuquerque, NM",2021,48864
4614,"Albuquerque, NM",2022,48844
4998,"Albuquerque, NM",2023,48858
5382,"Albuquerque, NM",2024,48850
7,"Alexandria, LA",2010,35130
391,"Alexandria, LA",2011,35940
775,"Alexandria, LA",2012,36590
1159,"Alexandria, LA",2013,36440
1543,"Alexandria, LA",2014,36800
1927,"Alexandria, LA",2015,37040
2311,"Alexandria, LA",2016,37640
2695,"Alexandria, LA",2017,38060
3079,"Alexandria, LA",2018,39080
3463,"Alexandria, LA",2019,40410
3847,"Alexandria, LA",2020,40584
4231,"Alexandria, LA",2021,40592
4615,"Alexandria, LA",2022,40606
4999,"Alexandria, LA",2023,40595
5383,"Alexandria, LA",2024,40607
8,"Allentown-Bethlehem-Easton, PA-NJ",2010,42390
392,"Allentown-Bethlehem-Easton, PA-NJ",2011,43540
776,"Allentown-Bethlehem-Easton, PA-NJ",2012,44230
1160,"Allentown-Bethlehem-Easton, PA-NJ",2013,43910
1544,"Allentown-Bethlehem-Easton, PA-NJ",2014,44470
1928,"Allentown-Bethlehem-Easton, PA-NJ",2015,45510
2312,"Allentown-Bethlehem-Easton, PA-NJ",2016,46590
2696,"Allentown-Bethlehem-Easton, PA-NJ",2017,46920
3080,"Allentown-Bethlehem-Easton, PA-NJ",2018,47580
3464,"Allentown-Bethlehem-Easton, PA-NJ",2019,48320
3848,"Allentown-Bethlehem-Easton, PA-NJ",2020,48483
4232,"Allentown-Bethlehem-Easton, PA-NJ",2021,48525
4616,"Allentown-Bethlehem-Easton, PA-NJ",2022,48532
5000,"Allentown-Bethlehem-Easton, PA-NJ",2023,48535
5384,"Allentown-Bethlehem-Easton, PA-NJ",2024,48535
9,"Altoona, PA",2010,34350
393,"Altoona, PA",2011,35040
777,"Altoona, PA",2012,35980
1161,"Altoona, PA",2013,36450
1545,"Altoona, PA",2014,37600
1929,"Altoona, PA",2015,38740
2313,"Altoona, PA",2016,39160
2697,"Altoona, PA",2017,39650
3081,"Altoona, PA",2018,40280
3465,"Altoona, PA",2019,41770
3849,"Altoona, PA",2020,42568
4233,"Altoona, PA",2021,43384
4617,"Altoona, PA",2022,44201
5001,"Altoona, PA",2023,45017
5385,"Altoona, PA",2024,45833
10,"Amarillo, TX",2010,37730
394,"Amarillo, TX",2011,38780
778,"Amarillo, TX",2012,39200
1162,"Amarillo, TX",2013,39410
1546,"Amarillo, TX",2014,39930
1930,"Amarillo, TX",2015,40900
2314,"Amarillo, TX",2016,42230
2698,"Amarillo, TX",2017,43460
3082,"Amarillo, TX",2018,44030
3466,"Amarillo, TX",2019,44130
3850,"Amarillo, TX",2020,44125
4234,"Amarillo, TX",2021,44110
4618,"Amarillo, TX",2022,44100
5002,"Amarillo, TX",2023,44096
5386,"Amarillo, TX",2024,44094
11,"Ames, IA",2010,41770
395,"Ames, IA",2011,42290
779,"Ames, IA",2012,43330
1163,"Ames, IA",2013,44240
1547,"Ames, IA",2014,45610
1931,"Ames, IA",2015,46220
2315,"Ames, IA",2016,48040
2699,"Ames, IA",2017,49020
3083,"Ames, IA",2018,49660
3467,"Ames, IA",2019,51220
3851,"Ames, IA",2020,52265
4235,"Ames, IA",2021,53376
4619,"Ames, IA",2022,54477
5003,"Ames, IA",2023,55579
5387,"Ames, IA",2024,56681
12,"Anchorage, AK",2010,51470
396,"Anchorage, AK",2011,52230
780,"Anchorage, AK",2012,52880
1164,"Anchorage, AK",2013,53820
1548,"Anchorage, AK",2014,54700
1932,"Anchorage, AK",2015,56910
2316,"Anchorage, AK",2016,57770
2700,"Anchorage, AK",2017,58980
3084,"Anchorage, AK",2018,59430
3468,"Anchorage, AK",2019,60020
3852,"Anchorage, AK",2020,60983
4236,"Anchorage, AK",2021,61935
4620,"Anchorage, AK",2022,62885
5004,"Anchorage, AK",2023,63833
5388,"Anchorage, AK",2024,64778
13,"Ann Arbor, MI",2010,48750
397,"Ann Arbor, MI",2011,49070
781,"Ann Arbor, MI",2012,50320
1165,"Ann Arbor, MI",2013,51830
1549,"Ann Arbor, MI",2014,53200
1933,"Ann Arbor, MI",2015,54640
2317,"Ann Arbor, MI",2016,56160
2701,"Ann Arbor, MI",2017,53790
3085,"Ann Arbor, MI",2018,55130
3469,"Ann Arbor, MI",2019,56370
3853,"Ann Arbor, MI",2020,56754
4237,"Ann Arbor, MI",2021,57114
4621,"Ann Arbor, MI",2022,57421
5005,"Ann Arbor, MI",2023,57683
5389,"Ann Arbor, MI",2024,57908
14,"Anniston-Oxford, AL",2010,35190
398,"Anniston-Oxford, AL",2011,35640
782,"Anniston-Oxford, AL",2012,35410
1166,"Anniston-Oxford, AL",2013,35540
1550,"Anniston-Oxford, AL",2014,36450
1934,"Anniston-Oxford, AL",2015,37210
2318,"Anniston-Oxford, AL",2016,37740
2702,"Anniston-Oxford, AL",2017,37690
3086,"Anniston-Oxford, AL",2018,39060
3470,"Anniston-Oxford, AL",2019,40330
3854,"Anniston-Oxford, AL",2020,40395
4238,"Anniston-Oxford, AL",2021,40378
4622,"Anniston-Oxford, AL",2022,40379
5006,"Anniston-Oxford, AL",2023,40379
5390,"Anniston-Oxford, AL",2024,40379
15,"Appleton, WI",2010,39410
399,"Appleton, WI",2011,39470
783,"Appleton, WI",2012,39820
1167,"Appleton, WI",2013,41240
1551,"Appleton, WI",2014,41780
1935,"Appleton, WI",2015,42760
2319,"Appleton, WI",2016,44070
2703,"Appleton, WI",2017,45620
3087,"Appleton, WI",2018,46380
3471,"Appleton, WI",2019,47460
3855,"Appleton, WI",2020,48407
4239,"Appleton, WI",2021,49375
4623,"Appleton, WI",2022,50339
5007,"Appleton, WI",2023,51304
5391,"Appleton, WI",2024,52269
16,"Asheville, NC",2010,36840
400,"Asheville, NC",2011,37830
784,"Asheville, NC",2012,37960
1168,"Asheville, NC",2013,38070
1552,"Asheville, NC",2014,38680
1936,"Asheville, NC",2015,39570
2320,"Asheville, NC",2016,40330
2704,"Asheville, NC",2017,41210
3088,"Asheville, NC",2018,43070
3472,"Asheville, NC",2019,44830
3856,"Asheville, NC",2020,44962
4240,"Asheville, NC",2021,44983
4624,"Asheville, NC",2022,44975
5008,"Asheville, NC",2023,44984
5392,"Asheville, NC",2024,44975
17,"Athens-Clarke County, GA",2010,39840
401,"Athens-Clarke County, GA",2011,37350
785,"Athens-Clarke County, GA",2012,37650
1169,"Athens-Clarke County, GA",2013,37240
1553,"Athens-Clarke County, GA",2014,40380
1937,"Athens-Clarke County, GA",2015,41290
2321,"Athens-Clarke County, GA",2016,42540
2705,"Athens-Clarke County, GA",2017,44870
3089,"Athens-Clarke County, GA",2018,45810
3473,"Athens-Clarke County, GA",2019,46730
3857,"Athens-Clarke County, GA",2020,46688
4241,"Athens-Clarke County, GA",2021,46704
4625,"Athens-Clarke County, GA",2022,46693
5009,"Athens-Clarke County, GA",2023,46701
5393,"Athens-Clarke County, GA",2024,46695
18,"Atlanta-Sandy Springs-Alpharetta, GA",2010,46440
402,"Atlanta-Sandy Springs-Alpharetta, GA",2011,46570
786,"Atlanta-Sandy Springs-Alpharetta, GA",2012,47420
1170,"Atlanta-Sandy Springs-Alpharetta, GA",2013,48270
1554,"Atlanta-Sandy Springs-Alpharetta, GA",2014,48750
1938,"Atlanta-Sandy Springs-Alpharetta, GA",2015,49430
2322,"Atlanta-Sandy Springs-Alpharetta, GA",2016,50720
2706,"Atlanta-Sandy Springs-Alpharetta, GA",2017,51390
3090,"Atlanta-Sandy Springs-Alpharetta, GA",2018,52750
3474,"Atlanta-Sandy Springs-Alpharetta, GA",2019,54110
3858,"Atlanta-Sandy Springs-Alpharetta, GA",2020,54957
4242,"Atlanta-Sandy Springs-Alpharetta, GA",2021,55878
4626,"Atlanta-Sandy Springs-Alpharetta, GA",2022,56789
5010,"Atlanta-Sandy Springs-Alpharetta, GA",2023,57702
5394,"Atlanta-Sandy Springs-Alpharetta, GA",2024,58614
19,"Atlantic City-Hammonton, NJ",2010,41650
403,"Atlantic City-Hammonton, NJ",2011,42600
787,"Atlantic City-Hammonton, NJ",2012,42960
1171,"Atlantic City-Hammonton, NJ",2013,43600
1555,"Atlantic City-Hammonton, NJ",2014,44160
1939,"Atlantic City-Hammonton, NJ",2015,45860
2323,"Atlantic City-Hammonton, NJ",2016,46800
2707,"Atlantic City-Hammonton, NJ",2017,47530
3091,"Atlantic City-Hammonton, NJ",2018,48040
3475,"Atlantic City-Hammonton, NJ",2019,48520
3859,"Atlantic City-Hammonton, NJ",2020,49236
4243,"Atlantic City-Hammonton, NJ",2021,49963
4627,"Atlantic City-Hammonton, NJ",2022,50690
5011,"Atlantic City-Hammonton, NJ",2023,51417
5395,"Atlantic City-Hammonton, NJ",2024,52144
20,"Auburn-Opelika, AL",2010,37260
404,"Auburn-Opelika, AL",2011,37670
788,"Auburn-Opelika, AL",2012,36190
1172,"Auburn-Opelika, AL",2013,36590
1556,"Auburn-Opelika, AL",2014,36910
1940,"Auburn-Opelika, AL",2015,38480
2324,"Auburn-Opelika, AL",2016,39080
2708,"Auburn-Opelika, AL",2017,40210
3092,"Auburn-Opelika, AL",2018,39860
3476,"Auburn-Opelika, AL",2019,41030
3860,"Auburn-Opelika, AL",2020,40825
4244,"Auburn-Opelika, AL",2021,40976
4628,"Auburn-Opelika, AL",2022,40848
5012,"Auburn-Opelika, AL",2023,40957
5396,"Auburn-Opelika, AL",2024,40864
21,"Augusta-Richmond County, GA-SC",2010,40250
405,"Augusta-Richmond County, GA-SC",2011,40340
789,"Augusta-Richmond County, GA-SC",2012,40800
1173,"Augusta-Richmond County, GA-SC",2013,40910
1557,"Augusta-Richmond County, GA-SC",2014,41500
1941,"Augusta-Richmond County, GA-SC",2015,42320
2325,"Augusta-Richmond County, GA-SC",2016,43450
2709,"Augusta-Richmond County, GA-SC",2017,44020
3093,"Augusta-Richmond County, GA-SC",2018,44980
3477,"Augusta-Richmond County, GA-SC",2019,46160
3861,"Augusta-Richmond County, GA-SC",2020,46796
4245,"Augusta-Richmond County, GA-SC",2021,47490
4629,"Augusta-Richmond County, GA-SC",2022,48179
5013,"Augusta-Richmond County, GA-SC",2023,48867
5397,"Augusta-Richmond County, GA-SC",2024,49556
22,"Austin-Round Rock-Georgetown, TX",2010,46130
406,"Austin-Round Rock-Georgetown, TX",2011,47340
790,"Austin-Round Rock-Georgetown, TX",2012,47080
1174,"Austin-Round Rock-Georgetown, TX",2013,47900
1558,"Austin-Round Rock-Georgetown, TX",2014,48150
1942,"Austin-Round Rock-Georgetown, TX",2015,49560
2326,"Austin-Round Rock-Georgetown, TX",2016,50830
2710,"Austin-Round Rock-Georgetown, TX",2017,51840
3094,"Austin-Round Rock-Georgetown, TX",2018,53810
3478,"Austin-Round Rock-Georgetown, TX",2019,55190
3862,"Austin-Round Rock-Georgetown, TX",2020,56119
4246,"Austin-Round Rock-Georgetown, TX",2021,57037
4630,"Austin-Round Rock-Georgetown, TX",2022,57955
5014,"Austin-Round Rock-Georgetown, TX",2023,58872
5398,"Austin-Round Rock-Georgetown, TX",2024,59790
23,"Bakersfield, CA",2010,44520
407,"Bakersfield, CA",2011,44360
791,"Bakersfield, CA",2012,44150
1175,"Bakersfield, CA",2013,43640
1559,"Bakersfield, CA",2014,44400
1943,"Bakersfield, CA",2015,46170
2327,"Bakersfield, CA",2016,47410
2711,"Bakersfield, CA",2017,47680
3095,"Bakersfield, CA",2018,49450
3479,"Bakersfield, CA",2019,50270
3863,"Bakersfield, CA",2020,50266
4247,"Bakersfield, CA",2021,50261
4631,"Bakersfield, CA",2022,50261
5015,"Bakersfield, CA",2023,50261
5399,"Bakersfield, CA",2024,50261
24,"Baltimore-Columbia-Towson, MD",2010,49910
408,"Baltimore-Columbia-Towson, MD",2011,50750
792,"Baltimore-Columbia-Towson, MD",2012,51250
1176,"Baltimore-Columbia-Towson, MD",2013,51900
1560,"Baltimore-Columbia-Towson, MD",2014,52460
1944,"Baltimore-Columbia-Towson, MD",2015,53690
2328,"Baltimore-Columbia-Towson, MD",2016,54920
2712,"Baltimore-Columbia-Towson, MD",2017,56400
3096,"Baltimore-Columbia-Towson, MD",2018,57740
3480,"Baltimore-Columbia-Towson, MD",2019,59250
3864,"Baltimore-Columbia-Towson, MD",2020,60256
4248,"Baltimore-Columbia-Towson, MD",2021,61265
4632,"Baltimore-Columbia-Towson, MD",2022,62274
5016,"Baltimore-Columbia-Towson, MD",2023,63284
5400,"Baltimore-Columbia-Towson, MD",2024,64293
25,"Bangor, ME",2010,38860
409,"Bangor, ME",2011,38920
793,"Bangor, ME",2012,39880
1177,"Bangor, ME",2013,40220
1561,"Bangor, ME",2014,40510
1945,"Bangor, ME",2015,41920
2329,"Bangor, ME",2016,41620
2713,"Bangor, ME",2017,43450
3097,"Bangor, ME",2018,44860
3481,"Bangor, ME",2019,46900
3865,"Bangor, ME",2020,47778
4249,"Bangor, ME",2021,48739
4633,"Bangor, ME",2022,49695
5017,"Bangor, ME",2023,50651
5401,"Bangor, ME",2024,51608
26,"Barnstable Town, MA",2010,44320
410,"Barnstable Town, MA",2011,44810
794,"Barnstable Town, MA",2012,45390
1178,"Barnstable Town, MA",2013,45720
1562,"Barnstable Town, MA",2014,46390
1946,"Barnstable Town, MA",2015,48100
2330,"Barnstable Town, MA",2016,49220
2714,"Barnstable Town, MA",2017,50990
3098,"Barnstable Town, MA",2018,52510
3482,"Barnstable Town, MA",2019,54450
3866,"Barnstable Town, MA",2020,55569
4250,"Barnstable Town, MA",2021,56732
4634,"Barnstable Town, MA",2022,57893
5018,"Barnstable Town, MA",2023,59054
5402,"Barnstable Town, MA",2024,60215
27,"Baton Rouge, LA",2010,39320
411,"Baton Rouge, LA",2011,39810
795,"Baton Rouge, LA",2012,40560
1179,"Baton Rouge, LA",2013,41580
1563,"Baton Rouge, LA",2014,42650
1947,"Baton Rouge, LA",2015,43700
2331,"Baton Rouge, LA",2016,44460
2715,"Baton Rouge, LA",2017,44500
3099,"Baton Rouge, LA",2018,45200
3483,"Baton Rouge, LA",2019,46210
3867,"Baton Rouge, LA",2020,46866
4251,"Baton Rouge, LA",2021,47533
4635,"Baton Rouge, LA",2022,48178
5019,"Baton Rouge, LA",2023,48805
5403,"Baton Rouge, LA",2024,49415
28,"Battle Creek, MI",2010,41150
412,"Battle Creek, MI",2011,42460
796,"Battle Creek, MI",2012,40870
1180,"Battle Creek, MI",2013,41390
1564,"Battle Creek, MI",2014,42020
1948,"Battle Creek, MI",2015,44510
2332,"Battle Creek, MI",2016,45750
2716,"Battle Creek, MI",2017,47020
3100,"Battle Creek, MI",2018,47420
3484,"Battle Creek, MI",2019,48500
3868,"Battle Creek, MI",2020,48130
4252,"Battle Creek, MI",2021,48487
4636,"Battle Creek, MI",2022,48163
5020,"Battle Creek, MI",2023,48457
5404,"Battle Creek, MI",2024,48190
29,"Bay City, MI",2010,37650
413,"Bay City, MI",2011,37850
797,"Bay City, MI",2012,37660
1181,"Bay City, MI",2013,38160
1565,"Bay City, MI",2014,40030
1949,"Bay City, MI",2015,41000
2333,"Bay City, MI",2016,41430
2717,"Bay City, MI",2017,42030
3101,"Bay City, MI",2018,42970
3485,"Bay City, MI",2019,43910
3869,"Bay City, MI",2020,44259
4253,"Bay City, MI",2021,44610
4637,"Bay City, MI",2022,44954
5021,"Bay City, MI",2023,45293
5405,"Bay City, MI",2024,45626
30,"Beaumont-Port Arthur, TX",2010,39740
414,"Beaumont-Port Arthur, TX",2011,40820
798,"Beaumont-Port Arthur, TX",2012,41830
1182,"Beaumont-Port Arthur, TX",2013,42310
1566,"Beaumont-Port Arthur, TX",2014,43240
1950,"Beaumont-Port Arthur, TX",2015,44730
2334,"Beaumont-Port Arthur, TX",2016,47030
2718,"Beaumont-Port Arthur, TX",2017,47900
3102,"Beaumont-Port Arthur, TX",2018,49150
3486,"Beaumont-Port Arthur, TX",2019,48830
3870,"Beaumont-Port Arthur, TX",2020,49722
4254,"Beaumont-Port Arthur, TX",2021,50599
4638,"Beaumont-Port Arthur, TX",2022,51459
5022,"Beaumont-Port Arthur, TX",2023,52303
5406,"Beaumont-Port Arthur, TX",2024,53130
31,"Beckley, WV",2010,33280
415,"Beckley, WV",2011,33950
799,"Beckley, WV",2012,34820
1183,"Beckley, WV",2013,36370
1567,"Beckley, WV",2014,37270
1951,"Beckley, WV",2015,38180
2335,"Beckley, WV",2016,39210
2719,"Beckley, WV",2017,40090
3103,"Beckley, WV",2018,42480
3487,"Beckley, WV",2019,44550
3871,"Beckley, WV",2020,45797
4255,"Beckley, WV",2021,47090
4639,"Beckley, WV",2022,48380
5023,"Beckley, WV",2023,49669
5407,"Beckley, WV",2024,50959
32,"Bellingham, WA",2010,41430
416,"Bellingham, WA",2011,43080
800,"Bellingham, WA",2012,44310
1184,"Bellingham, WA",2013,43840
1568,"Bellingham, WA",2014,45030
1952,"Bellingham, WA",2015,46120
2336,"Bellingham, WA",2016,48010
2720,"Bellingham, WA",2017,48030
3104,"Bellingham, WA",2018,49050
3488,"Bellingham, WA",2019,50390
3872,"Bellingham, WA",2020,51296
4256,"Bellingham, WA",2021,52182
4640,"Bellingham, WA",2022,53064
5024,"Bellingham, WA",2023,53942
5408,"Bellingham, WA",2024,54816
33,"Bend, OR",2010,39620
417,"Bend, OR",2011,40560
801,"Bend, OR",2012,41140
1185,"Bend, OR",2013,41660
1569,"Bend, OR",2014,42060
1953,"Bend, OR",2015,42850
2337,"Bend, OR",2016,45140
2721,"Bend, OR",2017,46330
3105,"Bend, OR",2018,48390
3489,"Bend, OR",2019,49940
3873,"Bend, OR",2020,51081
4257,"Bend, OR",2021,52226
4641,"Bend, OR",2022,53370
5025,"Bend, OR",2023,54514
5409,"Bend, OR",2024,55658
34,"Billings, MT",2010,37560
418,"Billings, MT",2011,37760
802,"Billings, MT",2012,39480
1186,"Billings, MT",2013,40790
1570,"Billings, MT",2014,41660
1954,"Billings, MT",2015,42930
2338,"Billings, MT",2016,43640
2722,"Billings, MT",2017,45390
3106,"Billings, MT",2018,46870
3490,"Billings, MT",2019,48080
3874,"Billings, MT",2020,49350
4258,"Billings, MT",2021,50602
4642,"Billings, MT",2022,51860
5026,"Billings, MT",2023,53115
5410,"Billings, MT",2024,54371
35,"Binghamton, NY",2010,41260
419,"Binghamton, NY",2011,41590
803,"Binghamton, NY",2012,41970
1187,"Binghamton, NY",2013,42640
1571,"Binghamton, NY",2014,44190
1955,"Binghamton, NY",2015,44160
2339,"Binghamton, NY",2016,44320
2723,"Binghamton, NY",2017,45590
3107,"Binghamton, NY",2018,47610
3491,"Binghamton, NY",2019,49810
3875,"Binghamton, NY",2020,50759
4259,"Binghamton, NY",2021,51747
4643,"Binghamton, NY",2022,52734
5027,"Binghamton, NY",2023,53720
5411,"Binghamton, NY",2024,54707
36,"Birmingham-Hoover, AL",2010,41220
420,"Birmingham-Hoover, AL",2011,41690
804,"Birmingham-Hoover, AL",2012,42160
1188,"Birmingham-Hoover, AL",2013,43120
1572,"Birmingham-Hoover, AL",2014,43970
1956,"Birmingham-Hoover, AL",2015,45590
2340,"Birmingham-Hoover, AL",2016,46440
2724,"Birmingham-Hoover, AL",2017,47300
3108,"Birmingham-Hoover, AL",2018,47480
3492,"Birmingham-Hoover, AL",2019,48680
3876,"Birmingham-Hoover, AL",2020,49498
4260,"Birmingham-Hoover, AL",2021,50339
4644,"Birmingham-Hoover, AL",2022,51178
5028,"Birmingham-Hoover, AL",2023,52017
5412,"Birmingham-Hoover, AL",2024,52855
37,"Bismarck, ND",2010,37910
421,"Bismarck, ND",2011,39110
805,"Bismarck, ND",2012,40370
1189,"Bismarck, ND",2013,42470
1573,"Bismarck, ND",2014,43460
1957,"Bismarck, ND",2015,45450
2341,"Bismarck, ND",2016,47970
2725,"Bismarck, ND",2017,49620
3109,"Bismarck, ND",2018,50390
3493,"Bismarck, ND",2019,51440
3877,"Bismarck, ND",2020,52772
4261,"Bismarck, ND",2021,54049
4645,"Bismarck, ND",2022,55289
5029,"Bismarck, ND",2023,56491
5413,"Bismarck, ND",2024,57657
38,"Blacksburg-Christiansburg, VA ",2010,38630
422,"Blacksburg-Christiansburg, VA ",2011,39010
806,"Blacksburg-Christiansburg, VA ",2012,39550
1190,"Blacksburg-Christiansburg, VA ",2013,40690
1574,"Blacksburg-Christiansburg, VA ",2014,41680
1958,"Blacksburg-Christiansburg, VA ",2015,42850
2342,"Blacksburg-Christiansburg, VA ",2016,42960
2726,"Blacksburg-Christiansburg, VA ",2017,43220
3110,"Blacksburg-Christiansburg, VA ",2018,44040
3494,"Blacksburg-Christiansburg, VA ",2019,45820
3878,"Blacksburg-Christiansburg, VA ",2020,46585
4262,"Blacksburg-Christiansburg, VA ",2021,47387
4646,"Blacksburg-Christiansburg, VA ",2022,48188
5030,"Blacksburg-Christiansburg, VA ",2023,48988
5414,"Blacksburg-Christiansburg, VA ",2024,49789
39,"Bloomington, IL",2010,35650
423,"Bloomington, IL",2011,38110
807,"Bloomington, IL",2012,38810
1191,"Bloomington, IL",2013,38870
1575,"Bloomington, IL",2014,40760
1959,"Bloomington, IL",2015,49950
2343,"Bloomington, IL",2016,50960
2727,"Bloomington, IL",2017,53140
3111,"Bloomington, IL",2018,53340
3495,"Bloomington, IL",2019,54740
3879,"Bloomington, IL",2020,56455
4263,"Bloomington, IL",2021,58126
4647,"Bloomington, IL",2022,59751
5031,"Bloomington, IL",2023,61331
5415,"Bloomington, IL",2024,62868
40,"Bloomington, IN",2010,46000
424,"Bloomington, IN",2011,46430
808,"Bloomington, IN",2012,47120
1192,"Bloomington, IN",2013,46320
1576,"Bloomington, IN",2014,46650
1960,"Bloomington, IN",2015,41640
2344,"Bloomington, IN",2016,42830
2728,"Bloomington, IN",2017,42670
3112,"Bloomington, IN",2018,44390
3496,"Bloomington, IN",2019,46810
3880,"Bloomington, IN",2020,47663
4264,"Bloomington, IN",2021,47053
4648,"Bloomington, IN",2022,47633
5032,"Bloomington, IN",2023,47093
5416,"Bloomington, IN",2024,47597
41,"Bloomsburg-Berwick, PA",2010,33280
425,"Bloomsburg-Berwick, PA",2011,33950
809,"Bloomsburg-Berwick, PA",2012,34820
1193,"Bloomsburg-Berwick, PA",2013,36370
1577,"Bloomsburg-Berwick, PA",2014,37270
1961,"Bloomsburg-Berwick, PA",2015,38180
2345,"Bloomsburg-Berwick, PA",2016,39210
2729,"Bloomsburg-Berwick, PA",2017,40090
3113,"Bloomsburg-Berwick, PA",2018,42480
3497,"Bloomsburg-Berwick, PA",2019,44550
3881,"Bloomsburg-Berwick, PA",2020,45797
4265,"Bloomsburg-Berwick, PA",2021,47090
4649,"Bloomsburg-Berwick, PA",2022,48380
5033,"Bloomsburg-Berwick, PA",2023,49669
5417,"Bloomsburg-Berwick, PA",2024,50959
42,"Boise City, ID",2010,40610
426,"Boise City, ID",2011,40290
810,"Boise City, ID",2012,40610
1194,"Boise City, ID",2013,41070
1578,"Boise City, ID",2014,41550
1962,"Boise City, ID",2015,42180
2346,"Boise City, ID",2016,43040
2730,"Boise City, ID",2017,43880
3114,"Boise City, ID",2018,45470
3498,"Boise City, ID",2019,47170
3882,"Boise City, ID",2020,47882
4266,"Boise City, ID",2021,48691
4650,"Boise City, ID",2022,49491
5034,"Boise City, ID",2023,50291
5418,"Boise City, ID",2024,51091
43,"Boston-Cambridge-Newton, MA-NH",2010,59410
427,"Boston-Cambridge-Newton, MA-NH",2011,60390
811,"Boston-Cambridge-Newton, MA-NH",2012,61380
1195,"Boston-Cambridge-Newton, MA-NH",2013,62340
1579,"Boston-Cambridge-Newton, MA-NH",2014,64010
1963,"Boston-Cambridge-Newton, MA-NH",2015,65860
2347,"Boston-Cambridge-Newton, MA-NH",2016,67930
2731,"Boston-Cambridge-Newton, MA-NH",2017,69170
3115,"Boston-Cambridge-Newton, MA-NH",2018,67370
3499,"Boston-Cambridge-Newton, MA-NH",2019,69240
3883,"Boston-Cambridge-Newton, MA-NH",2020,70000
