,MSA,year,value
3152,"Columbus, GA-AL",2018,119106
3536,"Columbus, GA-AL",2019,118690
3920,"Columbus, GA-AL",2020,118632
4304,"Columbus, GA-AL",2021,118602
4688,"Columbus, GA-AL",2022,118581
5072,"Columbus, GA-AL",2023,118566
5456,"Columbus, GA-AL",2024,118555
81,"Columbus, IN",2010,35267
465,"Columbus, IN",2011,38204
849,"Columbus, IN",2012,38618
1233,"Columbus, IN",2013,39935
1617,"Columbus, IN",2014,40964
2001,"Columbus, IN",2015,42498
2385,"Columbus, IN",2016,42677
2769,"Columbus, IN",2017,43121
3153,"Columbus, IN",2018,43864
3537,"Columbus, IN",2019,43747
3921,"Columbus, IN",2020,44005
4305,"Columbus, IN",2021,44297
4689,"Columbus, IN",2022,44567
5073,"Columbus, IN",2023,44808
5457,"Columbus, IN",2024,45022
82,"Columbus, OH",2010,917285
466,"Columbus, OH",2011,935651
850,"Columbus, OH",2012,949131
1234,"Columbus, OH",2013,963196
1618,"Columbus, OH",2014,992040
2002,"Columbus, OH",2015,1002513
2386,"Columbus, OH",2016,1019904
2770,"Columbus, OH",2017,1036632
3154,"Columbus, OH",2018,1052719
3538,"Columbus, OH",2019,1070103
3922,"Columbus, OH",2020,1086680
4306,"Columbus, OH",2021,1103207
4690,"Columbus, OH",2022,1119687
5074,"Columbus, OH",2023,1136119
5458,"Columbus, OH",2024,1152503
83,"Corpus Christi, TX",2010,184520
467,"Corpus Christi, TX",2011,189854
851,"Corpus Christi, TX",2012,193981
1235,"Corpus Christi, TX",2013,197122
1619,"Corpus Christi, TX",2014,198361
2003,"Corpus Christi, TX",2015,194504
2387,"Corpus Christi, TX",2016,195926
2771,"Corpus Christi, TX",2017,196776
3155,"Corpus Christi, TX",2018,197459
3539,"Corpus Christi, TX",2019,198196
3923,"Corpus Christi, TX",2020,198257
4307,"Corpus Christi, TX",2021,198294
4691,"Corpus Christi, TX",2022,198310
5075,"Corpus Christi, TX",2023,198318
5459,"Corpus Christi, TX",2024,198321
84,"Corvallis, OR",2010,42940
468,"Corvallis, OR",2011,43422
852,"Corvallis, OR",2012,41687
1236,"Corvallis, OR",2013,41755
1620,"Corvallis, OR",2014,43392
2004,"Corvallis, OR",2015,44789
2388,"Corvallis, OR",2016,45945
2772,"Corvallis, OR",2017,47205
3156,"Corvallis, OR",2018,46919
3540,"Corvallis, OR",2019,47530
3924,"Corvallis, OR",2020,47583
4308,"Corvallis, OR",2021,47533
4692,"Corvallis, OR",2022,47530
5076,"Corvallis, OR",2023,47534
5460,"Corvallis, OR",2024,47534
85,"Crestview-Fort Walton Beach-Destin, FL",2010,102436
469,"Crestview-Fort Walton Beach-Destin, FL",2011,105023
853,"Crestview-Fort Walton Beach-Destin, FL",2012,106877
1237,"Crestview-Fort Walton Beach-Destin, FL",2013,108561
1621,"Crestview-Fort Walton Beach-Destin, FL",2014,108169
2005,"Crestview-Fort Walton Beach-Destin, FL",2015,111330
2389,"Crestview-Fort Walton Beach-Destin, FL",2016,113519
2773,"Crestview-Fort Walton Beach-Destin, FL",2017,116319
3157,"Crestview-Fort Walton Beach-Destin, FL",2018,119163
3541,"Crestview-Fort Walton Beach-Destin, FL",2019,122556
3925,"Crestview-Fort Walton Beach-Destin, FL",2020,124743
4309,"Crestview-Fort Walton Beach-Destin, FL",2021,126921
4693,"Crestview-Fort Walton Beach-Destin, FL",2022,129099
5077,"Crestview-Fort Walton Beach-Destin, FL",2023,131275
5461,"Crestview-Fort Walton Beach-Destin, FL",2024,133452
86,"Cumberland, MD-WV",2010,42499
470,"Cumberland, MD-WV",2011,42084
854,"Cumberland, MD-WV",2012,41948
1238,"Cumberland, MD-WV",2013,41890
1622,"Cumberland, MD-WV",2014,41340
2006,"Cumberland, MD-WV",2015,40815
2390,"Cumberland, MD-WV",2016,41337
2774,"Cumberland, MD-WV",2017,41993
3158,"Cumberland, MD-WV",2018,42321
3542,"Cumberland, MD-WV",2019,42469
3926,"Cumberland, MD-WV",2020,42452
4310,"Cumberland, MD-WV",2021,42462
4694,"Cumberland, MD-WV",2022,42453
5078,"Cumberland, MD-WV",2023,42462
5462,"Cumberland, MD-WV",2024,42453
87,"Dallas-Fort Worth-Arlington, TX",2010,3077216
471,"Dallas-Fort Worth-Arlington, TX",2011,3166390
855,"Dallas-Fort Worth-Arlington, TX",2012,3238936
1239,"Dallas-Fort Worth-Arlington, TX",2013,3315768
1623,"Dallas-Fort Worth-Arlington, TX",2014,3408294
2007,"Dallas-Fort Worth-Arlington, TX",2015,3495508
2391,"Dallas-Fort Worth-Arlington, TX",2016,3609297
2775,"Dallas-Fort Worth-Arlington, TX",2017,3716877
3159,"Dallas-Fort Worth-Arlington, TX",2018,3801242
3543,"Dallas-Fort Worth-Arlington, TX",2019,3913810
3927,"Dallas-Fort Worth-Arlington, TX",2020,4006661
4311,"Dallas-Fort Worth-Arlington, TX",2021,4099481
4695,"Dallas-Fort Worth-Arlington, TX",2022,4192240
5079,"Dallas-Fort Worth-Arlington, TX",2023,4284938
5463,"Dallas-Fort Worth-Arlington, TX",2024,4377575
88,"Dalton, GA",2010,56167
472,"Dalton, GA",2011,55484
856,"Dalton, GA",2012,55131
1240,"Dalton, GA",2013,54680
1624,"Dalton, GA",2014,55773
2008,"Dalton, GA",2015,57456
2392,"Dalton, GA",2016,56108
2776,"Dalton, GA",2017,56907
3160,"Dalton, GA",2018,57536
3544,"Dalton, GA",2019,56266
3928,"Dalton, GA",2020,56251
4312,"Dalton, GA",2021,56305
4696,"Dalton, GA",2022,56259
5080,"Dalton, GA",2023,56296
5464,"Dalton, GA",2024,56265
89,"Danville, IL",2010,33667
473,"Danville, IL",2011,33860
857,"Danville, IL",2012,32891
1241,"Danville, IL",2013,31724
1625,"Danville, IL",2014,32705
2009,"Danville, IL",2015,32371
2393,"Danville, IL",2016,31762
2777,"Danville, IL",2017,31633
3161,"Danville, IL",2018,31157
3545,"Danville, IL",2019,31426
3929,"Danville, IL",2020,31531
4313,"Danville, IL",2021,31536
4697,"Danville, IL",2022,31522
5081,"Danville, IL",2023,31515
5465,"Danville, IL",2024,31514
90,"Daphne-Fairhope-Foley, AL",2010,74978
474,"Daphne-Fairhope-Foley, AL",2011,75869
858,"Daphne-Fairhope-Foley, AL",2012,76822
1242,"Daphne-Fairhope-Foley, AL",2013,78313
1626,"Daphne-Fairhope-Foley, AL",2014,79808
2010,"Daphne-Fairhope-Foley, AL",2015,82042
2394,"Daphne-Fairhope-Foley, AL",2016,84746
2778,"Daphne-Fairhope-Foley, AL",2017,87516
3162,"Daphne-Fairhope-Foley, AL",2018,91598
3546,"Daphne-Fairhope-Foley, AL",2019,93689
3930,"Daphne-Fairhope-Foley, AL",2020,95867
4314,"Daphne-Fairhope-Foley, AL",2021,98041
4698,"Daphne-Fairhope-Foley, AL",2022,100215
5082,"Daphne-Fairhope-Foley, AL",2023,102390
5466,"Daphne-Fairhope-Foley, AL",2024,104564
91,"Davenport-Moline-Rock Island, IA-IL",2010,184309
475,"Davenport-Moline-Rock Island, IA-IL",2011,182606
859,"Davenport-Moline-Rock Island, IA-IL",2012,182724
1243,"Davenport-Moline-Rock Island, IA-IL",2013,182370
1627,"Davenport-Moline-Rock Island, IA-IL",2014,182194
2011,"Davenport-Moline-Rock Island, IA-IL",2015,182152
2395,"Davenport-Moline-Rock Island, IA-IL",2016,180390
2779,"Davenport-Moline-Rock Island, IA-IL",2017,180403
3163,"Davenport-Moline-Rock Island, IA-IL",2018,183841
3547,"Davenport-Moline-Rock Island, IA-IL",2019,185909
3931,"Davenport-Moline-Rock Island, IA-IL",2020,185874
4315,"Davenport-Moline-Rock Island, IA-IL",2021,185874
4699,"Davenport-Moline-Rock Island, IA-IL",2022,185874
5083,"Davenport-Moline-Rock Island, IA-IL",2023,185874
5467,"Davenport-Moline-Rock Island, IA-IL",2024,185874
92,"Dayton-Kettering, OH",2010,357816
476,"Dayton-Kettering, OH",2011,359031
860,"Dayton-Kettering, OH",2012,355238
1244,"Dayton-Kettering, OH",2013,352662
1628,"Dayton-Kettering, OH",2014,361316
2012,"Dayton-Kettering, OH",2015,366105
2396,"Dayton-Kettering, OH",2016,366634
2780,"Dayton-Kettering, OH",2017,370564
3164,"Dayton-Kettering, OH",2018,372690
3548,"Dayton-Kettering, OH",2019,376485
3932,"Dayton-Kettering, OH",2020,376470
4316,"Dayton-Kettering, OH",2021,376422
4700,"Dayton-Kettering, OH",2022,376416
5084,"Dayton-Kettering, OH",2023,376416
5468,"Dayton-Kettering, OH",2024,376416
93,"Decatur, AL",2010,66006
477,"Decatur, AL",2011,66413
861,"Decatur, AL",2012,66518
1245,"Decatur, AL",2013,65764
1629,"Decatur, AL",2014,65428
2013,"Decatur, AL",2015,64661
2397,"Decatur, AL",2016,65284
2781,"Decatur, AL",2017,66597
3165,"Decatur, AL",2018,69948
3549,"Decatur, AL",2019,71190
3933,"Decatur, AL",2020,71216
4317,"Decatur, AL",2021,71205
4701,"Decatur, AL",2022,71216
5085,"Decatur, AL",2023,71205
5469,"Decatur, AL",2024,71216
94,"Decatur, IL",2010,49988
478,"Decatur, IL",2011,49948
862,"Decatur, IL",2012,48025
1246,"Decatur, IL",2013,46223
1630,"Decatur, IL",2014,46448
2014,"Decatur, IL",2015,47575
2398,"Decatur, IL",2016,46400
2782,"Decatur, IL",2017,46245
3166,"Decatur, IL",2018,46383
3550,"Decatur, IL",2019,45589
3934,"Decatur, IL",2020,45628
4318,"Decatur, IL",2021,45769
4702,"Decatur, IL",2022,45831
5086,"Decatur, IL",2023,45839
5470,"Decatur, IL",2024,45833
95,"Deltona-Daytona Beach-Ormond Beach, FL",2010,242585
479,"Deltona-Daytona Beach-Ormond Beach, FL",2011,246671
863,"Deltona-Daytona Beach-Ormond Beach, FL",2012,251176
1247,"Deltona-Daytona Beach-Ormond Beach, FL",2013,256082
1631,"Deltona-Daytona Beach-Ormond Beach, FL",2014,258565
2015,"Deltona-Daytona Beach-Ormond Beach, FL",2015,265286
2399,"Deltona-Daytona Beach-Ormond Beach, FL",2016,275564
2783,"Deltona-Daytona Beach-Ormond Beach, FL",2017,280993
3167,"Deltona-Daytona Beach-Ormond Beach, FL",2018,285774
3551,"Deltona-Daytona Beach-Ormond Beach, FL",2019,292239
3935,"Deltona-Daytona Beach-Ormond Beach, FL",2020,297873
4319,"Deltona-Daytona Beach-Ormond Beach, FL",2021,303511
4703,"Deltona-Daytona Beach-Ormond Beach, FL",2022,309144
5087,"Deltona-Daytona Beach-Ormond Beach, FL",2023,314774
5471,"Deltona-Daytona Beach-Ormond Beach, FL",2024,320400
96,"Denver-Aurora-Lakewood, CO ",2010,1292513
480,"Denver-Aurora-Lakewood, CO ",2011,1319429
864,"Denver-Aurora-Lakewood, CO ",2012,1349384
1248,"Denver-Aurora-Lakewood, CO ",2013,1379762
1632,"Denver-Aurora-Lakewood, CO ",2014,1428452
2016,"Denver-Aurora-Lakewood, CO ",2015,1462737
2400,"Denver-Aurora-Lakewood, CO ",2016,1506087
2784,"Denver-Aurora-Lakewood, CO ",2017,1558187
3168,"Denver-Aurora-Lakewood, CO ",2018,1594915
3552,"Denver-Aurora-Lakewood, CO ",2019,1650053
3936,"Denver-Aurora-Lakewood, CO ",2020,1690975
4320,"Denver-Aurora-Lakewood, CO ",2021,1732061
4704,"Denver-Aurora-Lakewood, CO ",2022,1773126
5088,"Denver-Aurora-Lakewood, CO ",2023,1814173
5472,"Denver-Aurora-Lakewood, CO ",2024,1855201
97,"Des Moines-West Des Moines, IA",2010,303782
481,"Des Moines-West Des Moines, IA",2011,302094
865,"Des Moines-West Des Moines, IA",2012,307477
1249,"Des Moines-West Des Moines, IA",2013,319967
1633,"Des Moines-West Des Moines, IA",2014,326977
2017,"Des Moines-West Des Moines, IA",2015,328306
2401,"Des Moines-West Des Moines, IA",2016,332873
2785,"Des Moines-West Des Moines, IA",2017,335478
3169,"Des Moines-West Des Moines, IA",2018,345318
3553,"Des Moines-West Des Moines, IA",2019,356630
3937,"Des Moines-West Des Moines, IA",2020,363158
4321,"Des Moines-West Des Moines, IA",2021,369816
4705,"Des Moines-West Des Moines, IA",2022,376460
5089,"Des Moines-West Des Moines, IA",2023,383093
5473,"Des Moines-West Des Moines, IA",2024,389716
98,"Detroit-Warren-Dearborn, MI",2010,1771865
482,"Detroit-Warren-Dearborn, MI",2011,1801812
866,"Detroit-Warren-Dearborn, MI",2012,1821681
1250,"Detroit-Warren-Dearborn, MI",2013,1849569
1634,"Detroit-Warren-Dearborn, MI",2014,1888607
2018,"Detroit-Warren-Dearborn, MI",2015,1940759
2402,"Detroit-Warren-Dearborn, MI",2016,1996892
2786,"Detroit-Warren-Dearborn, MI",2017,2025914
3170,"Detroit-Warren-Dearborn, MI",2018,2065557
3554,"Detroit-Warren-Dearborn, MI",2019,2081851
3938,"Detroit-Warren-Dearborn, MI",2020,2116244
4322,"Detroit-Warren-Dearborn, MI",2021,2150456
4706,"Detroit-Warren-Dearborn, MI",2022,2184546
5090,"Detroit-Warren-Dearborn, MI",2023,2218513
5474,"Detroit-Warren-Dearborn, MI",2024,2252357
99,"Dothan, AL",2010,60152
483,"Dothan, AL",2011,60189
867,"Dothan, AL",2012,59581
1251,"Dothan, AL",2013,58692
1635,"Dothan, AL",2014,58769
2019,"Dothan, AL",2015,57997
2403,"Dothan, AL",2016,59240
2787,"Dothan, AL",2017,59979
3171,"Dothan, AL",2018,61231
3555,"Dothan, AL",2019,62600
3939,"Dothan, AL",2020,62551
4323,"Dothan, AL",2021,62479
4707,"Dothan, AL",2022,62446
5091,"Dothan, AL",2023,62432
5475,"Dothan, AL",2024,62427
100,"Dover, DE",2010,68201
484,"Dover, DE",2011,69772
868,"Dover, DE",2012,69137
1252,"Dover, DE",2013,70084
1636,"Dover, DE",2014,72286
2020,"Dover, DE",2015,73830
2404,"Dover, DE",2016,74164
2788,"Dover, DE",2017,74194
3172,"Dover, DE",2018,75868
3556,"Dover, DE",2019,77341
3940,"Dover, DE",2020,77347
4324,"Dover, DE",2021,77402
4708,"Dover, DE",2022,77350
5092,"Dover, DE",2023,77402
5476,"Dover, DE",2024,77350
101,"Dubuque, IA",2010,51752
485,"Dubuque, IA",2011,52096
869,"Dubuque, IA",2012,52581
1253,"Dubuque, IA",2013,53027
1637,"Dubuque, IA",2014,54188
2021,"Dubuque, IA",2015,53637
2405,"Dubuque, IA",2016,52623
2789,"Dubuque, IA",2017,52189
3173,"Dubuque, IA",2018,54047
3557,"Dubuque, IA",2019,55510
3941,"Dubuque, IA",2020,55582
4325,"Dubuque, IA",2021,55620
4709,"Dubuque, IA",2022,55658
5093,"Dubuque, IA",2023,55696
5477,"Dubuque, IA",2024,55734
102,"Duluth, MN-WI",2010,132351
486,"Duluth, MN-WI",2011,132437
870,"Duluth, MN-WI",2012,134135
1254,"Duluth, MN-WI",2013,134110
1638,"Duluth, MN-WI",2014,137006
2022,"Duluth, MN-WI",2015,134751
2406,"Duluth, MN-WI",2016,135334
2790,"Duluth, MN-WI",2017,136567
3174,"Duluth, MN-WI",2018,136681
3558,"Duluth, MN-WI",2019,136923
3942,"Duluth, MN-WI",2020,136926
4326,"Duluth, MN-WI",2021,136932
4710,"Duluth, MN-WI",2022,136932
5094,"Duluth, MN-WI",2023,136932
5478,"Duluth, MN-WI",2024,136932
103,"Durham-Chapel Hill, NC",2010,241309
487,"Durham-Chapel Hill, NC",2011,246403
871,"Durham-Chapel Hill, NC",2012,253182
1255,"Durham-Chapel Hill, NC",2013,257167
1639,"Durham-Chapel Hill, NC",2014,263557
2023,"Durham-Chapel Hill, NC",2015,269995
2407,"Durham-Chapel Hill, NC",2016,277646
2791,"Durham-Chapel Hill, NC",2017,283348
3175,"Durham-Chapel Hill, NC",2018,290330
3559,"Durham-Chapel Hill, NC",2019,296522
3943,"Durham-Chapel Hill, NC",2020,302752
4327,"Durham-Chapel Hill, NC",2021,308977
4711,"Durham-Chapel Hill, NC",2022,315198
5095,"Durham-Chapel Hill, NC",2023,321415
5479,"Durham-Chapel Hill, NC",2024,327627
104,"East Stroudsburg, PA",2010,74415
488,"East Stroudsburg, PA",2011,74574
872,"East Stroudsburg, PA",2012,74195
1256,"East Stroudsburg, PA",2013,73690
1640,"East Stroudsburg, PA",2014,74329
2024,"East Stroudsburg, PA",2015,75814
2408,"East Stroudsburg, PA",2016,76822
2792,"East Stroudsburg, PA",2017,77068
3176,"East Stroudsburg, PA",2018,78399
3560,"East Stroudsburg, PA",2019,79190
3944,"East Stroudsburg, PA",2020,79180
4328,"East Stroudsburg, PA",2021,79164
4712,"East Stroudsburg, PA",2022,79162
5096,"East Stroudsburg, PA",2023,79162
5480,"East Stroudsburg, PA",2024,79162
105,"Eau Claire, WI",2010,84519
489,"Eau Claire, WI",2011,86548
873,"Eau Claire, WI",2012,85909
1257,"Eau Claire, WI",2013,85773
1641,"Eau Claire, WI",2014,86918
2025,"Eau Claire, WI",2015,87734
2409,"Eau Claire, WI",2016,89176
2793,"Eau Claire, WI",2017,90255
3177,"Eau Claire, WI",2018,89769
3561,"Eau Claire, WI",2019,89103
3945,"Eau Claire, WI",2020,89066
4329,"Eau Claire, WI",2021,89081
4713,"Eau Claire, WI",2022,89083
5097,"Eau Claire, WI",2023,89083
5481,"Eau Claire, WI",2024,89083
109,"El Centro, CA",2010,57236
493,"El Centro, CA",2011,59261
877,"El Centro, CA",2012,60302
1261,"El Centro, CA",2013,60911
1645,"El Centro, CA",2014,60513
2029,"El Centro, CA",2015,58345
2413,"El Centro, CA",2016,58601
2797,"El Centro, CA",2017,58679
3181,"El Centro, CA",2018,58346
3565,"El Centro, CA",2019,59622
3949,"El Centro, CA",2020,59693
4333,"El Centro, CA",2021,59732
4717,"El Centro, CA",2022,59741
5101,"El Centro, CA",2023,59744
5485,"El Centro, CA",2024,59745
106,"El Paso, TX",2010,314596
490,"El Paso, TX",2011,318043
874,"El Paso, TX",2012,322179
1258,"El Paso, TX",2013,325085
1642,"El Paso, TX",2014,324012
2026,"El Paso, TX",2015,330371
2410,"El Paso, TX",2016,336321
2794,"El Paso, TX",2017,343220
3178,"El Paso, TX",2018,349219
3562,"El Paso, TX",2019,354536
3946,"El Paso, TX",2020,359051
4330,"El Paso, TX",2021,363567
4714,"El Paso, TX",2022,368082
5098,"El Paso, TX",2023,372595
5482,"El Paso, TX",2024,377106
107,"Elizabethtown-Fort Knox, KY",2010,60143
491,"Elizabethtown-Fort Knox, KY",2011,59611
875,"Elizabethtown-Fort Knox, KY",2012,61307
1259,"Elizabethtown-Fort Knox, KY",2013,60141
1643,"Elizabethtown-Fort Knox, KY",2014,59917
2027,"Elizabethtown-Fort Knox, KY",2015,61415
2411,"Elizabethtown-Fort Knox, KY",2016,62779
2795,"Elizabethtown-Fort Knox, KY",2017,63884
3179,"Elizabethtown-Fort Knox, KY",2018,64464
3563,"Elizabethtown-Fort Knox, KY",2019,64610
3947,"Elizabethtown-Fort Knox, KY",2020,64641
4331,"Elizabethtown-Fort Knox, KY",2021,64645
4715,"Elizabethtown-Fort Knox, KY",2022,64647
5099,"Elizabethtown-Fort Knox, KY",2023,64647
5483,"Elizabethtown-Fort Knox, KY",2024,64647
108,"Elkhart-Goshen, IN",2010,81102
492,"Elkhart-Goshen, IN",2011,84737
876,"Elkhart-Goshen, IN",2012,88582
1260,"Elkhart-Goshen, IN",2013,92764
1644,"Elkhart-Goshen, IN",2014,97306
2028,"Elkhart-Goshen, IN",2015,101472
2412,"Elkhart-Goshen, IN",2016,105278
2796,"Elkhart-Goshen, IN",2017,110892
3180,"Elkhart-Goshen, IN",2018,110927
3564,"Elkhart-Goshen, IN",2019,107779
3948,"Elkhart-Goshen, IN",2020,109003
4332,"Elkhart-Goshen, IN",2021,109922
4716,"Elkhart-Goshen, IN",2022,110704
5100,"Elkhart-Goshen, IN",2023,111366
5484,"Elkhart-Goshen, IN",2024,111927
110,"Elmira, NY",2010,38020
494,"Elmira, NY",2011,37371
878,"Elmira, NY",2012,37102
1262,"Elmira, NY",2013,35926
1646,"Elmira, NY",2014,35619
2030,"Elmira, NY",2015,35001
2414,"Elmira, NY",2016,33473
2798,"Elmira, NY",2017,33212
3182,"Elmira, NY",2018,33926
3566,"Elmira, NY",2019,33527
3950,"Elmira, NY",2020,33404
4334,"Elmira, NY",2021,33314
4718,"Elmira, NY",2022,33243
5102,"Elmira, NY",2023,33186
5486,"Elmira, NY",2024,33141
111,"Enid, OK",2010,26736
495,"Enid, OK",2011,27816
879,"Enid, OK",2012,28807
1263,"Enid, OK",2013,27808
1647,"Enid, OK",2014,28869
2031,"Enid, OK",2015,28844
2415,"Enid, OK",2016,27358
2799,"Enid, OK",2017,26412
3183,"Enid, OK",2018,26279
3567,"Enid, OK",2019,25898
3951,"Enid, OK",2020,25897
4335,"Enid, OK",2021,25834
4719,"Enid, OK",2022,25866
5103,"Enid, OK",2023,25839
5487,"Enid, OK",2024,25859
112,"Erie, PA",2010,124602
496,"Erie, PA",2011,126622
880,"Erie, PA",2012,124940
1264,"Erie, PA",2013,125012
1648,"Erie, PA",2014,126580
2032,"Erie, PA",2015,126616
2416,"Erie, PA",2016,122542
2800,"Erie, PA",2017,121821
3184,"Erie, PA",2018,122976
3568,"Erie, PA",2019,122483
3952,"Erie, PA",2020,122445
4336,"Erie, PA",2021,122456
4720,"Erie, PA",2022,122456
5104,"Erie, PA",2023,122456
5488,"Erie, PA",2024,122456
113,"Eugene-Springfield, OR",2010,160492
497,"Eugene-Springfield, OR",2011,160177
881,"Eugene-Springfield, OR",2012,155648
1265,"Eugene-Springfield, OR",2013,156099
1649,"Eugene-Springfield, OR",2014,160790
2033,"Eugene-Springfield, OR",2015,167895
2417,"Eugene-Springfield, OR",2016,172034
2801,"Eugene-Springfield, OR",2017,174453
3185,"Eugene-Springfield, OR",2018,173901
3569,"Eugene-Springfield, OR",2019,174928
3953,"Eugene-Springfield, OR",2020,174951
4337,"Eugene-Springfield, OR",2021,174915
4721,"Eugene-Springfield, OR",2022,174915
5105,"Eugene-Springfield, OR",2023,174916
5489,"Eugene-Springfield, OR",2024,174916
114,"Evansville, IN-KY",2010,145072
498,"Evansville, IN-KY",2011,148417
882,"Evansville, IN-KY",2012,145065
1266,"Evansville, IN-KY",2013,146199
1650,"Evansville, IN-KY",2014,150250
2034,"Evansville, IN-KY",2015,152466
2418,"Evansville, IN-KY",2016,153481
2802,"Evansville, IN-KY",2017,157510
3186,"Evansville, IN-KY",2018,158951
3570,"Evansville, IN-KY",2019,157670
3954,"Evansville, IN-KY",2020,157604
4338,"Evansville, IN-KY",2021,157644
4722,"Evansville, IN-KY",2022,157641
5106,"Evansville, IN-KY",2023,157640
5490,"Evansville, IN-KY",2024,157640
115,"Fairbanks, AK ",2010,45375
499,"Fairbanks, AK ",2011,45357
883,"Fairbanks, AK ",2012,45160
1267,"Fairbanks, AK ",2013,44858
1651,"Fairbanks, AK ",2014,44362
2035,"Fairbanks, AK ",2015,43813
2419,"Fairbanks, AK ",2016,43811
2803,"Fairbanks, AK ",2017,43265
3187,"Fairbanks, AK ",2018,42965
3571,"Fairbanks, AK ",2019,41985
3955,"Fairbanks, AK ",2020,42124
4339,"Fairbanks, AK ",2021,41951
4723,"Fairbanks, AK ",2022,42123
5107,"Fairbanks, AK ",2023,41951
5491,"Fairbanks, AK ",2024,42123
116,"Fargo, ND-MN",2010,117694
500,"Fargo, ND-MN",2011,119291
884,"Fargo, ND-MN",2012,121213
1268,"Fargo, ND-MN",2013,122309
1652,"Fargo, ND-MN",2014,124777
2036,"Fargo, ND-MN",2015,129759
2420,"Fargo, ND-MN",2016,133017
2804,"Fargo, ND-MN",2017,132482
3188,"Fargo, ND-MN",2018,134173
3572,"Fargo, ND-MN",2019,135435
3956,"Fargo, ND-MN",2020,137003
4340,"Fargo, ND-MN",2021,138487
4724,"Fargo, ND-MN",2022,139896
5108,"Fargo, ND-MN",2023,141231
5492,"Fargo, ND-MN",2024,142499
117,"Farmington, NM",2010,49809
501,"Farmington, NM",2011,51712
885,"Farmington, NM",2012,52221
1269,"Farmington, NM",2013,51390
1653,"Farmington, NM",2014,53476
2037,"Farmington, NM",2015,51450
2421,"Farmington, NM",2016,49298
2805,"Farmington, NM",2017,50061
3189,"Farmington, NM",2018,49111
3573,"Farmington, NM",2019,49286
3957,"Farmington, NM",2020,49289
4341,"Farmington, NM",2021,49298
4725,"Farmington, NM",2022,49293
5109,"Farmington, NM",2023,49297
5493,"Farmington, NM",2024,49294
118,"Fayetteville, NC",2010,134902
502,"Fayetteville, NC",2011,136232
886,"Fayetteville, NC",2012,135954
1270,"Fayetteville, NC",2013,134744
1654,"Fayetteville, NC",2014,134980
2038,"Fayetteville, NC",2015,137068
2422,"Fayetteville, NC",2016,137938
2806,"Fayetteville, NC",2017,139482
3190,"Fayetteville, NC",2018,140719
3574,"Fayetteville, NC",2019,141883
3958,"Fayetteville, NC",2020,141894
4342,"Fayetteville, NC",2021,141882
4726,"Fayetteville, NC",2022,141878
5110,"Fayetteville, NC",2023,141877
5494,"Fayetteville, NC",2024,141876
119,"Fayetteville-Springdale-Rogers, AR",2010,212021
503,"Fayetteville-Springdale-Rogers, AR",2011,218009
887,"Fayetteville-Springdale-Rogers, AR",2012,216924
1271,"Fayetteville-Springdale-Rogers, AR",2013,222671
1655,"Fayetteville-Springdale-Rogers, AR",2014,235578
2039,"Fayetteville-Springdale-Rogers, AR",2015,248945
2423,"Fayetteville-Springdale-Rogers, AR",2016,257889
2807,"Fayetteville-Springdale-Rogers, AR",2017,262975
3191,"Fayetteville-Springdale-Rogers, AR",2018,266991
3575,"Fayetteville-Springdale-Rogers, AR",2019,274919
3959,"Fayetteville-Springdale-Rogers, AR",2020,281774
4343,"Fayetteville-Springdale-Rogers, AR",2021,288634
4727,"Fayetteville-Springdale-Rogers, AR",2022,295493
5111,"Fayetteville-Springdale-Rogers, AR",2023,302352
5495,"Fayetteville-Springdale-Rogers, AR",2024,309211
120,"Flagstaff, AZ",2010,64181
504,"Flagstaff, AZ",2011,63621
888,"Flagstaff, AZ",2012,62855
1272,"Flagstaff, AZ",2013,64405
1656,"Flagstaff, AZ",2014,66342
2040,"Flagstaff, AZ",2015,66880
2424,"Flagstaff, AZ",2016,69039
2808,"Flagstaff, AZ",2017,70726
3192,"Flagstaff, AZ",2018,72151
3576,"Flagstaff, AZ",2019,73032
3960,"Flagstaff, AZ",2020,73044
4344,"Flagstaff, AZ",2021,73026
4728,"Flagstaff, AZ",2022,73044
5112,"Flagstaff, AZ",2023,73026
5496,"Flagstaff, AZ",2024,73044
121,"Flint, MI",2010,162883
505,"Flint, MI",2011,164670
889,"Flint, MI",2012,165410
1273,"Flint, MI",2013,167503
1657,"Flint, MI",2014,172298
2041,"Flint, MI",2015,172222
2425,"Flint, MI",2016,172499
2809,"Flint, MI",2017,172581
3193,"Flint, MI",2018,174295
3577,"Flint, MI",2019,176302
3961,"Flint, MI",2020,177420
4345,"Flint, MI",2021,178480
4729,"Flint, MI",2022,179482
5113,"Flint, MI",2023,180431
5497,"Flint, MI",2024,181328
122,"Florence, SC",2010,82510
506,"Florence, SC",2011,84737
890,"Florence, SC",2012,86351
1274,"Florence, SC",2013,86067
1658,"Florence, SC",2014,88099
2042,"Florence, SC",2015,89068
2426,"Florence, SC",2016,90351
2810,"Florence, SC",2017,91249
3194,"Florence, SC",2018,94010
3578,"Florence, SC",2019,95285
3962,"Florence, SC",2020,96600
4346,"Florence, SC",2021,97916
4730,"Florence, SC",2022,99232
5114,"Florence, SC",2023,100548
5498,"Florence, SC",2024,101864
123,"Florence-Muscle Shoals, AL",2010,62592
507,"Florence-Muscle Shoals, AL",2011,63572
891,"Florence-Muscle Shoals, AL",2012,62457
