,MSA,year,value
234,Select MSA,2010,
618,Select MSA,2011,
1002,Select MSA,2012,
1386,Select MSA,2013,
1770,Select MSA,2014,
2154,Select MSA,2015,
2538,Select MSA,2016,
2922,Select MSA,2017,
3306,Select MSA,2018,
3690,Select MSA,2019,
4074,Select MSA,2020,
4458,Select MSA,2021,
4842,Select MSA,2022,
5226,Select MSA,2023,
5610,Select MSA,2024,
265,"Abilene, TX",2010,
649,"Abilene, TX",2011,166634
1033,"Abilene, TX",2012,167442
1417,"Abilene, TX",2013,167473
1801,"Abilene, TX",2014,168342
2185,"Abilene, TX",2015,169688
2569,"Abilene, TX",2016,170017
2953,"Abilene, TX",2017,170429
3337,"Abilene, TX",2018,171150
3721,"Abilene, TX",2019,172060
4105,"Abilene, TX",2020,172725
4489,"Abilene, TX",2021,173384
4873,"Abilene, TX",2022,174043
5257,"Abilene, TX",2023,174702
5641,"Abilene, TX",2024,175361
49,"Akron, OH",2010,703031
433,"Akron, OH",2011,703200
817,"Akron, OH",2012,702109
1201,"Akron, OH",2013,703621
1585,"Akron, OH",2014,704908
1969,"Akron, OH",2015,704382
2353,"Akron, OH",2016,703524
2737,"Akron, OH",2017,703987
3121,"Akron, OH",2018,703855
3505,"Akron, OH",2019,703479
3889,"Akron, OH",2020,703484
4273,"Akron, OH",2021,703489
4657,"Akron, OH",2022,703487
5041,"Akron, OH",2023,703488
5425,"Akron, OH",2024,703488
331,"Albany, GA",2010,154145
715,"Albany, GA",2011,154545
1099,"Albany, GA",2012,153976
1483,"Albany, GA",2013,152667
1867,"Albany, GA",2014,151949
2251,"Albany, GA",2015,150387
2635,"Albany, GA",2016,149137
3019,"Albany, GA",2017,148090
3403,"Albany, GA",2018,147840
3787,"Albany, GA",2019,146726
4171,"Albany, GA",2020,146724
4555,"Albany, GA",2021,146718
4939,"Albany, GA",2022,146723
5323,"Albany, GA",2023,146718
5707,"Albany, GA",2024,146723
235,"Albany-Lebanon, OR",2010,116891
619,"Albany-Lebanon, OR",2011,118164
1003,"Albany-Lebanon, OR",2012,118273
1387,"Albany-Lebanon, OR",2013,118405
1771,"Albany-Lebanon, OR",2014,119042
2155,"Albany-Lebanon, OR",2015,120236
2539,"Albany-Lebanon, OR",2016,122769
2923,"Albany-Lebanon, OR",2017,125035
3307,"Albany-Lebanon, OR",2018,127451
3691,"Albany-Lebanon, OR",2019,129749
4075,"Albany-Lebanon, OR",2020,131116
4459,"Albany-Lebanon, OR",2021,132486
4843,"Albany-Lebanon, OR",2022,133855
5227,"Albany-Lebanon, OR",2023,135224
5611,"Albany-Lebanon, OR",2024,136594
266,"Albany-Schenectady-Troy, NY",2010,871082
650,"Albany-Schenectady-Troy, NY",2011,872778
1034,"Albany-Schenectady-Troy, NY",2012,874698
1418,"Albany-Schenectady-Troy, NY",2013,877065
1802,"Albany-Schenectady-Troy, NY",2014,878113
2186,"Albany-Schenectady-Troy, NY",2015,879085
2570,"Albany-Schenectady-Troy, NY",2016,879792
2954,"Albany-Schenectady-Troy, NY",2017,882158
3338,"Albany-Schenectady-Troy, NY",2018,882263
3722,"Albany-Schenectady-Troy, NY",2019,880381
4106,"Albany-Schenectady-Troy, NY",2020,880649
4490,"Albany-Schenectady-Troy, NY",2021,880851
4874,"Albany-Schenectady-Troy, NY",2022,881006
5258,"Albany-Schenectady-Troy, NY",2023,881125
5642,"Albany-Schenectady-Troy, NY",2024,881216
188,"Albuquerque, NM",2010,889558
572,"Albuquerque, NM",2011,898016
956,"Albuquerque, NM",2012,901939
1340,"Albuquerque, NM",2013,904953
1724,"Albuquerque, NM",2014,904538
2108,"Albuquerque, NM",2015,906026
2492,"Albuquerque, NM",2016,909237
2876,"Albuquerque, NM",2017,912311
3260,"Albuquerque, NM",2018,914947
3644,"Albuquerque, NM",2019,918018
4028,"Albuquerque, NM",2020,920423
4412,"Albuquerque, NM",2021,922808
4796,"Albuquerque, NM",2022,925179
5180,"Albuquerque, NM",2023,927536
5564,"Albuquerque, NM",2024,929879
24,"Alexandria, LA",2010,154096
408,"Alexandria, LA",2011,154402
792,"Alexandria, LA",2012,154400
1176,"Alexandria, LA",2013,154623
1560,"Alexandria, LA",2014,154558
1944,"Alexandria, LA",2015,154082
2328,"Alexandria, LA",2016,154124
2712,"Alexandria, LA",2017,153549
3096,"Alexandria, LA",2018,152762
3480,"Alexandria, LA",2019,152037
3864,"Alexandria, LA",2020,152009
4248,"Alexandria, LA",2021,152002
4632,"Alexandria, LA",2022,151999
5016,"Alexandria, LA",2023,151999
5400,"Alexandria, LA",2024,151998
138,"Allentown-Bethlehem-Easton, PA-NJ",2010,821923
522,"Allentown-Bethlehem-Easton, PA-NJ",2011,824930
906,"Allentown-Bethlehem-Easton, PA-NJ",2012,826144
1290,"Allentown-Bethlehem-Easton, PA-NJ",2013,825731
1674,"Allentown-Bethlehem-Easton, PA-NJ",2014,828470
2058,"Allentown-Bethlehem-Easton, PA-NJ",2015,830295
2442,"Allentown-Bethlehem-Easton, PA-NJ",2016,833163
2826,"Allentown-Bethlehem-Easton, PA-NJ",2017,837921
3210,"Allentown-Bethlehem-Easton, PA-NJ",2018,842626
3594,"Allentown-Bethlehem-Easton, PA-NJ",2019,844052
3978,"Allentown-Bethlehem-Easton, PA-NJ",2020,844068
4362,"Allentown-Bethlehem-Easton, PA-NJ",2021,844071
4746,"Allentown-Bethlehem-Easton, PA-NJ",2022,844071
5130,"Allentown-Bethlehem-Easton, PA-NJ",2023,844071
5514,"Allentown-Bethlehem-Easton, PA-NJ",2024,844071
359,"Altoona, PA",2010,127045
743,"Altoona, PA",2011,126970
1127,"Altoona, PA",2012,126544
1511,"Altoona, PA",2013,125836
1895,"Altoona, PA",2014,125274
2279,"Altoona, PA",2015,124596
2663,"Altoona, PA",2016,123708
3047,"Altoona, PA",2017,123147
3431,"Altoona, PA",2018,122503
3815,"Altoona, PA",2019,121829
4199,"Altoona, PA",2020,121828
4583,"Altoona, PA",2021,121828
4967,"Altoona, PA",2022,121828
5351,"Altoona, PA",2023,121828
5735,"Altoona, PA",2024,121828
48,"Amarillo, TX",2010,252664
432,"Amarillo, TX",2011,255975
816,"Amarillo, TX",2012,257802
1200,"Amarillo, TX",2013,258896
1584,"Amarillo, TX",2014,260812
1968,"Amarillo, TX",2015,261618
2352,"Amarillo, TX",2016,262987
2736,"Amarillo, TX",2017,264331
3120,"Amarillo, TX",2018,264406
3504,"Amarillo, TX",2019,265053
3888,"Amarillo, TX",2020,265624
4272,"Amarillo, TX",2021,266122
4656,"Amarillo, TX",2022,266555
5040,"Amarillo, TX",2023,266933
5424,"Amarillo, TX",2024,267262
110,"Ames, IA",2010,115925
494,"Ames, IA",2011,117424
878,"Ames, IA",2012,118139
1262,"Ames, IA",2013,120161
1646,"Ames, IA",2014,122092
2030,"Ames, IA",2015,123079
2414,"Ames, IA",2016,123309
2798,"Ames, IA",2017,123721
3182,"Ames, IA",2018,123093
3566,"Ames, IA",2019,123351
3950,"Ames, IA",2020,123551
4334,"Ames, IA",2021,123710
4718,"Ames, IA",2022,123837
5102,"Ames, IA",2023,123937
5486,"Ames, IA",2024,124017
360,"Anchorage, AK",2010,383053
744,"Anchorage, AK",2011,387922
1128,"Anchorage, AK",2012,391932
1512,"Anchorage, AK",2013,397022
1896,"Anchorage, AK",2014,397996
2280,"Anchorage, AK",2015,398609
2664,"Anchorage, AK",2016,401368
3048,"Anchorage, AK",2017,400570
3432,"Anchorage, AK",2018,397636
3816,"Anchorage, AK",2019,396317
4200,"Anchorage, AK",2020,396323
4584,"Anchorage, AK",2021,396318
4968,"Anchorage, AK",2022,396314
5352,"Anchorage, AK",2023,396312
5736,"Anchorage, AK",2024,396311
237,"Ann Arbor, MI",2010,345717
621,"Ann Arbor, MI",2011,349753
1005,"Ann Arbor, MI",2012,352303
1389,"Ann Arbor, MI",2013,356040
1773,"Ann Arbor, MI",2014,360021
2157,"Ann Arbor, MI",2015,362975
2541,"Ann Arbor, MI",2016,366135
2925,"Ann Arbor, MI",2017,368807
3309,"Ann Arbor, MI",2018,369483
3693,"Ann Arbor, MI",2019,367601
4077,"Ann Arbor, MI",2020,368539
4461,"Ann Arbor, MI",2021,369319
4845,"Ann Arbor, MI",2022,369974
5229,"Ann Arbor, MI",2023,370524
5613,"Ann Arbor, MI",2024,370986
0,"Anniston-Oxford, AL",2010,118408
384,"Anniston-Oxford, AL",2011,117744
768,"Anniston-Oxford, AL",2012,117190
1152,"Anniston-Oxford, AL",2013,116471
1536,"Anniston-Oxford, AL",2014,115917
1920,"Anniston-Oxford, AL",2015,115469
2304,"Anniston-Oxford, AL",2016,114973
2688,"Anniston-Oxford, AL",2017,114710
3072,"Anniston-Oxford, AL",2018,114331
3456,"Anniston-Oxford, AL",2019,113605
3840,"Anniston-Oxford, AL",2020,113621
4224,"Anniston-Oxford, AL",2021,113620
4608,"Anniston-Oxford, AL",2022,113621
4992,"Anniston-Oxford, AL",2023,113620
5376,"Anniston-Oxford, AL",2024,113621
189,"Appleton, WI",2010,225948
573,"Appleton, WI",2011,227548
957,"Appleton, WI",2012,228656
1341,"Appleton, WI",2013,229978
1725,"Appleton, WI",2014,231627
2109,"Appleton, WI",2015,233146
2493,"Appleton, WI",2016,234200
2877,"Appleton, WI",2017,235811
3261,"Appleton, WI",2018,237011
3645,"Appleton, WI",2019,237974
4029,"Appleton, WI",2020,239167
4413,"Appleton, WI",2021,240343
4797,"Appleton, WI",2022,241498
5181,"Appleton, WI",2023,242632
5565,"Appleton, WI",2024,243746
1,"Asheville, NC",2010,425338
385,"Asheville, NC",2011,428113
769,"Asheville, NC",2012,430945
1153,"Asheville, NC",2013,435795
1537,"Asheville, NC",2014,439661
1921,"Asheville, NC",2015,444593
2305,"Asheville, NC",2016,450310
2689,"Asheville, NC",2017,454855
3073,"Asheville, NC",2018,459314
3457,"Asheville, NC",2019,462680
3841,"Asheville, NC",2020,466953
4225,"Asheville, NC",2021,471211
4609,"Asheville, NC",2022,475462
4993,"Asheville, NC",2023,479706
5377,"Asheville, NC",2024,483943
66,"Athens-Clarke County, GA",2010,193439
450,"Athens-Clarke County, GA",2011,194375
834,"Athens-Clarke County, GA",2012,195984
1218,"Athens-Clarke County, GA",2013,197590
1602,"Athens-Clarke County, GA",2014,198361
1986,"Athens-Clarke County, GA",2015,202565
2370,"Athens-Clarke County, GA",2016,205402
2754,"Athens-Clarke County, GA",2017,209106
3138,"Athens-Clarke County, GA",2018,211468
3522,"Athens-Clarke County, GA",2019,213750
3906,"Athens-Clarke County, GA",2020,216155
4290,"Athens-Clarke County, GA",2021,218559
4674,"Athens-Clarke County, GA",2022,220960
5058,"Athens-Clarke County, GA",2023,223360
5442,"Athens-Clarke County, GA",2024,225759
190,"Atlanta-Sandy Springs-Alpharetta, GA",2010,5302598
574,"Atlanta-Sandy Springs-Alpharetta, GA",2011,5366462
958,"Atlanta-Sandy Springs-Alpharetta, GA",2012,5444473
1342,"Atlanta-Sandy Springs-Alpharetta, GA",2013,5510530
1726,"Atlanta-Sandy Springs-Alpharetta, GA",2014,5593204
2110,"Atlanta-Sandy Springs-Alpharetta, GA",2015,5686048
2494,"Atlanta-Sandy Springs-Alpharetta, GA",2016,5787965
2878,"Atlanta-Sandy Springs-Alpharetta, GA",2017,5872432
3262,"Atlanta-Sandy Springs-Alpharetta, GA",2018,5945303
3646,"Atlanta-Sandy Springs-Alpharetta, GA",2019,6020364
4030,"Atlanta-Sandy Springs-Alpharetta, GA",2020,6100640
4414,"Atlanta-Sandy Springs-Alpharetta, GA",2021,6180622
4798,"Atlanta-Sandy Springs-Alpharetta, GA",2022,6260331
5182,"Atlanta-Sandy Springs-Alpharetta, GA",2023,6339768
5566,"Atlanta-Sandy Springs-Alpharetta, GA",2024,6418933
236,"Atlantic City-Hammonton, NJ",2010,274648
620,"Atlantic City-Hammonton, NJ",2011,274621
1004,"Atlantic City-Hammonton, NJ",2012,274629
1388,"Atlantic City-Hammonton, NJ",2013,274314
1772,"Atlantic City-Hammonton, NJ",2014,272578
2156,"Atlantic City-Hammonton, NJ",2015,270153
2540,"Atlantic City-Hammonton, NJ",2016,267217
2924,"Atlantic City-Hammonton, NJ",2017,265498
3308,"Atlantic City-Hammonton, NJ",2018,263989
3692,"Atlantic City-Hammonton, NJ",2019,263670
4076,"Atlantic City-Hammonton, NJ",2020,263669
4460,"Atlantic City-Hammonton, NJ",2021,263669
4844,"Atlantic City-Hammonton, NJ",2022,263669
5228,"Atlantic City-Hammonton, NJ",2023,263669
5612,"Atlantic City-Hammonton, NJ",2024,263669
139,"Auburn-Opelika, AL",2010,140794
523,"Auburn-Opelika, AL",2011,144130
907,"Auburn-Opelika, AL",2012,148567
1291,"Auburn-Opelika, AL",2013,151809
1675,"Auburn-Opelika, AL",2014,154511
2059,"Auburn-Opelika, AL",2015,156954
2443,"Auburn-Opelika, AL",2016,159168
2827,"Auburn-Opelika, AL",2017,161440
3211,"Auburn-Opelika, AL",2018,163656
3595,"Auburn-Opelika, AL",2019,164542
3979,"Auburn-Opelika, AL",2020,165787
4363,"Auburn-Opelika, AL",2021,166823
4747,"Auburn-Opelika, AL",2022,167715
5131,"Auburn-Opelika, AL",2023,168481
5515,"Auburn-Opelika, AL",2024,169138
332,"Augusta-Richmond County, GA-SC",2010,566694
716,"Augusta-Richmond County, GA-SC",2011,570849
1100,"Augusta-Richmond County, GA-SC",2012,576206
1484,"Augusta-Richmond County, GA-SC",2013,579802
1868,"Augusta-Richmond County, GA-SC",2014,583046
2252,"Augusta-Richmond County, GA-SC",2015,589574
2636,"Augusta-Richmond County, GA-SC",2016,595029
3020,"Augusta-Richmond County, GA-SC",2017,600276
3404,"Augusta-Richmond County, GA-SC",2018,604221
3788,"Augusta-Richmond County, GA-SC",2019,608980
4172,"Augusta-Richmond County, GA-SC",2020,613643
4556,"Augusta-Richmond County, GA-SC",2021,618289
4940,"Augusta-Richmond County, GA-SC",2022,622919
5324,"Augusta-Richmond County, GA-SC",2023,627531
5708,"Augusta-Richmond County, GA-SC",2024,632126
311,"Austin-Round Rock-Georgetown, TX",2010,1727502
695,"Austin-Round Rock-Georgetown, TX",2011,1780535
1079,"Austin-Round Rock-Georgetown, TX",2012,1834586
1463,"Austin-Round Rock-Georgetown, TX",2013,1883315
1847,"Austin-Round Rock-Georgetown, TX",2014,1942467
2231,"Austin-Round Rock-Georgetown, TX",2015,2002134
2615,"Austin-Round Rock-Georgetown, TX",2016,2062016
2999,"Austin-Round Rock-Georgetown, TX",2017,2115475
3383,"Austin-Round Rock-Georgetown, TX",2018,2165497
3767,"Austin-Round Rock-Georgetown, TX",2019,2227083
4151,"Austin-Round Rock-Georgetown, TX",2020,2282213
4535,"Austin-Round Rock-Georgetown, TX",2021,2337238
4919,"Austin-Round Rock-Georgetown, TX",2022,2392146
5303,"Austin-Round Rock-Georgetown, TX",2023,2446936
5687,"Austin-Round Rock-Georgetown, TX",2024,2501608
140,"Bakersfield, CA",2010,840996
524,"Bakersfield, CA",2011,847970
908,"Bakersfield, CA",2012,853606
1292,"Bakersfield, CA",2013,862000
1676,"Bakersfield, CA",2014,869176
2060,"Bakersfield, CA",2015,876031
2444,"Bakersfield, CA",2016,880856
2828,"Bakersfield, CA",2017,887356
3212,"Bakersfield, CA",2018,893758
3596,"Bakersfield, CA",2019,900202
3980,"Bakersfield, CA",2020,906295
4364,"Bakersfield, CA",2021,912296
4748,"Bakersfield, CA",2022,918207
5132,"Bakersfield, CA",2023,924029
5516,"Bakersfield, CA",2024,929764
50,"Baltimore-Columbia-Towson, MD",2010,2715738
434,"Baltimore-Columbia-Towson, MD",2011,2733785
818,"Baltimore-Columbia-Towson, MD",2012,2754637
1202,"Baltimore-Columbia-Towson, MD",2013,2768233
1586,"Baltimore-Columbia-Towson, MD",2014,2780055
1970,"Baltimore-Columbia-Towson, MD",2015,2790053
2354,"Baltimore-Columbia-Towson, MD",2016,2794111
2738,"Baltimore-Columbia-Towson, MD",2017,2798707
3122,"Baltimore-Columbia-Towson, MD",2018,2800743
3506,"Baltimore-Columbia-Towson, MD",2019,2800053
3890,"Baltimore-Columbia-Towson, MD",2020,2801566
4274,"Baltimore-Columbia-Towson, MD",2021,2802652
4658,"Baltimore-Columbia-Towson, MD",2022,2803437
5042,"Baltimore-Columbia-Towson, MD",2023,2804005
5426,"Baltimore-Columbia-Towson, MD",2024,2804416
111,"Bangor, ME",2010,153861
495,"Bangor, ME",2011,153759
879,"Bangor, ME",2012,153347
1263,"Bangor, ME",2013,153222
1647,"Bangor, ME",2014,153201
2031,"Bangor, ME",2015,151929
2415,"Bangor, ME",2016,151333
2799,"Bangor, ME",2017,151645
3183,"Bangor, ME",2018,151817
3567,"Bangor, ME",2019,152148
3951,"Bangor, ME",2020,152078
4335,"Bangor, ME",2021,152016
4719,"Bangor, ME",2022,151968
5103,"Bangor, ME",2023,151931
5487,"Bangor, ME",2024,151902
25,"Barnstable Town, MA",2010,215899
409,"Barnstable Town, MA",2011,215356
793,"Barnstable Town, MA",2012,214788
1177,"Barnstable Town, MA",2013,214518
1561,"Barnstable Town, MA",2014,214289
1945,"Barnstable Town, MA",2015,213877
2329,"Barnstable Town, MA",2016,213559
2713,"Barnstable Town, MA",2017,213581
3097,"Barnstable Town, MA",2018,213471
3481,"Barnstable Town, MA",2019,212990
3865,"Barnstable Town, MA",2020,212992
4249,"Barnstable Town, MA",2021,213001
4633,"Barnstable Town, MA",2022,212991
5017,"Barnstable Town, MA",2023,213001
5401,"Barnstable Town, MA",2024,212991
86,"Baton Rouge, LA",2010,827629
470,"Baton Rouge, LA",2011,831493
854,"Baton Rouge, LA",2012,836197
1238,"Baton Rouge, LA",2013,841986
1622,"Baton Rouge, LA",2014,846827
2006,"Baton Rouge, LA",2015,851167
2390,"Baton Rouge, LA",2016,856723
2774,"Baton Rouge, LA",2017,854295
3158,"Baton Rouge, LA",2018,854526
3542,"Baton Rouge, LA",2019,854884
3926,"Baton Rouge, LA",2020,855768
4310,"Baton Rouge, LA",2021,856461
4694,"Baton Rouge, LA",2022,857006
5078,"Baton Rouge, LA",2023,857434
5462,"Baton Rouge, LA",2024,857771
160,"Battle Creek, MI",2010,135951
544,"Battle Creek, MI",2011,135105
928,"Battle Creek, MI",2012,134737
1312,"Battle Creek, MI",2013,134751
1696,"Battle Creek, MI",2014,134804
2080,"Battle Creek, MI",2015,134327
2464,"Battle Creek, MI",2016,134344
2848,"Battle Creek, MI",2017,134180
3232,"Battle Creek, MI",2018,134049
3616,"Battle Creek, MI",2019,134159
4000,"Battle Creek, MI",2020,134155
4384,"Battle Creek, MI",2021,134148
4768,"Battle Creek, MI",2022,134148
5152,"Battle Creek, MI",2023,134149
5536,"Battle Creek, MI",2024,134149
161,"Bay City, MI",2010,107679
545,"Bay City, MI",2011,107417
929,"Bay City, MI",2012,106967
1313,"Bay City, MI",2013,106794
1697,"Bay City, MI",2014,106046
2081,"Bay City, MI",2015,105237
2465,"Bay City, MI",2016,104411
2849,"Bay City, MI",2017,104045
3233,"Bay City, MI",2018,103702
3617,"Bay City, MI",2019,103126
4001,"Bay City, MI",2020,102913
4385,"Bay City, MI",2021,102739
4769,"Bay City, MI",2022,102587
5153,"Bay City, MI",2023,102452
5537,"Bay City, MI",2024,102334
141,"Beaumont-Port Arthur, TX",2010,389251
525,"Beaumont-Port Arthur, TX",2011,390905
909,"Beaumont-Port Arthur, TX",2012,389614
1293,"Beaumont-Port Arthur, TX",2013,391195
1677,"Beaumont-Port Arthur, TX",2014,391651
2061,"Beaumont-Port Arthur, TX",2015,394825
2445,"Beaumont-Port Arthur, TX",2016,396539
2829,"Beaumont-Port Arthur, TX",2017,398129
3213,"Beaumont-Port Arthur, TX",2018,393815
3597,"Beaumont-Port Arthur, TX",2019,392563
3981,"Beaumont-Port Arthur, TX",2020,391625
4365,"Beaumont-Port Arthur, TX",2021,392532
4749,"Beaumont-Port Arthur, TX",2022,391652
5133,"Beaumont-Port Arthur, TX",2023,392506
5517,"Beaumont-Port Arthur, TX",2024,391676
87,"Beckley, WV",2010,124949
471,"Beckley, WV",2011,125266
855,"Beckley, WV",2012,125110
1239,"Beckley, WV",2013,124356
1623,"Beckley, WV",2014,123342
2007,"Beckley, WV",2015,122070
2391,"Beckley, WV",2016,120475
2775,"Beckley, WV",2017,118673
3159,"Beckley, WV",2018,117154
3543,"Beckley, WV",2019,115767
3927,"Beckley, WV",2020,115031
4311,"Beckley, WV",2021,114370
4695,"Beckley, WV",2022,113754
5079,"Beckley, WV",2023,113178
5463,"Beckley, WV",2024,112640
333,"Bellingham, WA",2010,201545
717,"Bellingham, WA",2011,203490
1101,"Bellingham, WA",2012,204863
1485,"Bellingham, WA",2013,206073
1869,"Bellingham, WA",2014,208154
2253,"Bellingham, WA",2015,211836
2637,"Bellingham, WA",2016,216417
3021,"Bellingham, WA",2017,221410
3405,"Bellingham, WA",2018,225197
3789,"Bellingham, WA",2019,229247
4173,"Bellingham, WA",2020,232408
4557,"Bellingham, WA",2021,235581
4941,"Bellingham, WA",2022,238753
5325,"Bellingham, WA",2023,241925
5709,"Bellingham, WA",2024,245097
162,"Bend, OR",2010,157742
546,"Bend, OR",2011,159660
930,"Bend, OR",2012,161359
1314,"Bend, OR",2013,165299
1698,"Bend, OR",2014,169512
2082,"Bend, OR",2015,174246
2466,"Bend, OR",2016,180666
2850,"Bend, OR",2017,186744
3234,"Bend, OR",2018,191905
3618,"Bend, OR",2019,197692
4002,"Bend, OR",2020,202334
4386,"Bend, OR",2021,207020
4770,"Bend, OR",2022,211703
5154,"Bend, OR",2023,216386
5538,"Bend, OR",2024,221068
51,"Billings, MT",2010,167571
435,"Billings, MT",2011,169017
819,"Billings, MT",2012,170942
1203,"Billings, MT",2013,173367
1587,"Billings, MT",2014,174952
1971,"Billings, MT",2015,176357
2355,"Billings, MT",2016,177759
2739,"Billings, MT",2017,179365
3123,"Billings, MT",2018,180203
3507,"Billings, MT",2019,181667
3891,"Billings, MT",2020,182710
4275,"Billings, MT",2021,183689
4659,"Billings, MT",2022,184588
5043,"Billings, MT",2023,185414
5427,"Billings, MT",2024,186175
88,"Binghamton, NY",2010,251489
472,"Binghamton, NY",2011,250238
856,"Binghamton, NY",2012,248945
1240,"Binghamton, NY",2013,248017
1624,"Binghamton, NY",2014,247075
2008,"Binghamton, NY",2015,245283
2392,"Binghamton, NY",2016,243322
2776,"Binghamton, NY",2017,241709
3160,"Binghamton, NY",2018,240366
3544,"Binghamton, NY",2019,238691
3928,"Binghamton, NY",2020,237678
4312,"Binghamton, NY",2021,236727
4696,"Binghamton, NY",2022,235830
5080,"Binghamton, NY",2023,234984
5464,"Binghamton, NY",2024,234185
361,"Birmingham-Hoover, AL",2010,1061717
745,"Birmingham-Hoover, AL",2011,1064030
1129,"Birmingham-Hoover, AL",2012,1067563
1513,"Birmingham-Hoover, AL",2013,1072882
1897,"Birmingham-Hoover, AL",2014,1076087
2281,"Birmingham-Hoover, AL",2015,1079752
2665,"Birmingham-Hoover, AL",2016,1082877
3049,"Birmingham-Hoover, AL",2017,1085615
3433,"Birmingham-Hoover, AL",2018,1087967
3817,"Birmingham-Hoover, AL",2019,1090435
4201,"Birmingham-Hoover, AL",2020,1093002
4585,"Birmingham-Hoover, AL",2021,1095441
4969,"Birmingham-Hoover, AL",2022,1097760
5353,"Birmingham-Hoover, AL",2023,1099965
5737,"Birmingham-Hoover, AL",2024,1102062
334,"Bismarck, ND",2010,111112
718,"Bismarck, ND",2011,112865
1102,"Bismarck, ND",2012,115679
1486,"Bismarck, ND",2013,119240
1870,"Bismarck, ND",2014,122155
2254,"Bismarck, ND",2015,125325
2638,"Bismarck, ND",2016,127233
3022,"Bismarck, ND",2017,128115
3406,"Bismarck, ND",2018,128279
3790,"Bismarck, ND",2019,128949
4174,"Bismarck, ND",2020,129720
4558,"Bismarck, ND",2021,130352
4942,"Bismarck, ND",2022,130882
5326,"Bismarck, ND",2023,131326
5710,"Bismarck, ND",2024,131697
2,"Blacksburg-Christiansburg, VA ",2010,163131
386,"Blacksburg-Christiansburg, VA ",2011,163442
770,"Blacksburg-Christiansburg, VA ",2012,164120
1154,"Blacksburg-Christiansburg, VA ",2013,165240
1538,"Blacksburg-Christiansburg, VA ",2014,165688
1922,"Blacksburg-Christiansburg, VA ",2015,165725
2306,"Blacksburg-Christiansburg, VA ",2016,166572
2690,"Blacksburg-Christiansburg, VA ",2017,166605
3074,"Blacksburg-Christiansburg, VA ",2018,167492
3458,"Blacksburg-Christiansburg, VA ",2019,167531
3842,"Blacksburg-Christiansburg, VA ",2020,167795
4226,"Blacksburg-Christiansburg, VA ",2021,168015
4610,"Blacksburg-Christiansburg, VA ",2022,168207
4994,"Blacksburg-Christiansburg, VA ",2023,168373
5378,"Blacksburg-Christiansburg, VA ",2024,168516
67,"Bloomington, IL",2010,169810
451,"Bloomington, IL",2011,170909
835,"Bloomington, IL",2012,172721
1219,"Bloomington, IL",2013,175037
1603,"Bloomington, IL",2014,174105
1987,"Bloomington, IL",2015,173141
2371,"Bloomington, IL",2016,173070
2755,"Bloomington, IL",2017,172754
3139,"Bloomington, IL",2018,172410
3523,"Bloomington, IL",2019,171517
3907,"Bloomington, IL",2020,171489
4291,"Bloomington, IL",2021,171458
4675,"Bloomington, IL",2022,171446
5059,"Bloomington, IL",2023,171440
5443,"Bloomington, IL",2024,171438
267,"Bloomington, IN",2010,160132
651,"Bloomington, IN",2011,161722
1035,"Bloomington, IN",2012,162852
1419,"Bloomington, IN",2013,163221
1803,"Bloomington, IN",2014,164422
2187,"Bloomington, IN",2015,165073
2571,"Bloomington, IN",2016,166655
2955,"Bloomington, IN",2017,167429
3339,"Bloomington, IN",2018,168092
3723,"Bloomington, IN",2019,169230
4107,"Bloomington, IN",2020,170165
4491,"Bloomington, IN",2021,171094
4875,"Bloomington, IN",2022,172022
5259,"Bloomington, IN",2023,172947
5643,"Bloomington, IN",2024,173872
89,"Bloomsburg-Berwick, PA",2010,85657
473,"Bloomsburg-Berwick, PA",2011,85449
857,"Bloomsburg-Berwick, PA",2012,85472
1241,"Bloomsburg-Berwick, PA",2013,85592
1625,"Bloomsburg-Berwick, PA",2014,85538
2009,"Bloomsburg-Berwick, PA",2015,84980
2393,"Bloomsburg-Berwick, PA",2016,84390
2777,"Bloomsburg-Berwick, PA",2017,83851
3161,"Bloomsburg-Berwick, PA",2018,83455
3545,"Bloomsburg-Berwick, PA",2019,83194
3929,"Bloomsburg-Berwick, PA",2020,83224
4313,"Bloomsburg-Berwick, PA",2021,83196
4697,"Bloomsburg-Berwick, PA",2022,83224
5081,"Bloomsburg-Berwick, PA",2023,83196
5465,"Bloomsburg-Berwick, PA",2024,83223
208,"Boise City, ID",2010,617866
592,"Boise City, ID",2011,627670
976,"Boise City, ID",2012,637425
1360,"Boise City, ID",2013,649224
1744,"Boise City, ID",2014,662624
2128,"Boise City, ID",2015,674640
2512,"Boise City, ID",2016,691285
2896,"Boise City, ID",2017,709682
3280,"Boise City, ID",2018,728911
3664,"Boise City, ID",2019,749202
4048,"Boise City, ID",2020,764235
4432,"Boise City, ID",2021,779329
4816,"Boise City, ID",2022,794418
5200,"Boise City, ID",2023,809504
5584,"Boise City, ID",2024,824586
238,"Boston-Cambridge-Newton, MA-NH",2010,4566348
622,"Boston-Cambridge-Newton, MA-NH",2011,4609790
1006,"Boston-Cambridge-Newton, MA-NH",2012,4656593
1390,"Boston-Cambridge-Newton, MA-NH",2013,4702877
1774,"Boston-Cambridge-Newton, MA-NH",2014,4746931
2158,"Boston-Cambridge-Newton, MA-NH",2015,4778340
2542,"Boston-Cambridge-Newton, MA-NH",2016,4809061
2926,"Boston-Cambridge-Newton, MA-NH",2017,4841772
3310,"Boston-Cambridge-Newton, MA-NH",2018,4859536
